"Plot Title: SINDICON061424"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Full Range, μS/cm (LGR S/N: 20809202, SEN S/N: 20809202)","Temp, °C (LGR S/N: 20809202, SEN S/N: 20809202)","Coupler Detached (LGR S/N: 20809202)","Coupler Attached (LGR S/N: 20809202)","Host Connected (LGR S/N: 20809202)","Stopped (LGR S/N: 20809202)","End Of File (LGR S/N: 20809202)"
397,06/18/24 06:15:00 PM,2.3,2.1,28.00,,,,,
398,06/18/24 06:30:00 PM,2.3,2.1,27.78,,,,,
399,06/18/24 06:45:00 PM,2.5,2.1,27.61,,,,,
400,06/18/24 07:00:00 PM,1.1,2.1,27.39,,,,,
401,06/18/24 07:15:00 PM,1.2,-0.5,27.21,,,,,
402,06/18/24 07:30:00 PM,1.1,2.1,27.01,,,,,
403,06/18/24 07:45:00 PM,2.5,2.1,26.86,,,,,
404,06/18/24 08:00:00 PM,2.3,2.1,26.75,,,,,
405,06/18/24 08:15:00 PM,2.3,2.1,26.61,,,,,
406,06/18/24 08:30:00 PM,2.5,-0.5,26.47,,,,,
407,06/18/24 08:45:00 PM,1.1,2.1,26.33,,,,,
408,06/18/24 09:00:00 PM,2.5,2.1,26.18,,,,,
409,06/18/24 09:15:00 PM,1.2,2.1,26.05,,,,,
410,06/18/24 09:30:00 PM,1.2,2.1,25.96,,,,,
411,06/18/24 09:45:00 PM,1.1,2.1,25.91,,,,,
412,06/18/24 10:00:00 PM,1.2,2.1,25.91,,,,,
413,06/18/24 10:15:00 PM,1.2,2.1,25.90,,,,,
414,06/18/24 10:30:00 PM,2.3,2.1,25.86,,,,,
415,06/18/24 10:45:00 PM,1.1,-0.5,25.80,,,,,
416,06/18/24 11:00:00 PM,2.5,2.1,25.75,,,,,
417,06/18/24 11:15:00 PM,1.1,2.1,25.73,,,,,
418,06/18/24 11:30:00 PM,2.3,2.1,25.69,,,,,
419,06/18/24 11:45:00 PM,1.2,2.1,25.65,,,,,
420,06/19/24 12:00:00 AM,1.1,2.1,25.61,,,,,
421,06/19/24 12:15:00 AM,2.5,2.1,25.58,,,,,
422,06/19/24 12:30:00 AM,1.2,2.1,25.54,,,,,
423,06/19/24 12:45:00 AM,1.2,2.1,25.53,,,,,
424,06/19/24 01:00:00 AM,2.5,2.1,25.53,,,,,
425,06/19/24 01:15:00 AM,2.3,2.1,25.52,,,,,
426,06/19/24 01:30:00 AM,2.5,2.1,25.46,,,,,
427,06/19/24 01:45:00 AM,2.5,2.1,25.33,,,,,
428,06/19/24 02:00:00 AM,2.5,2.1,25.20,,,,,
429,06/19/24 02:15:00 AM,2.3,2.1,25.10,,,,,
430,06/19/24 02:30:00 AM,2.3,2.1,25.03,,,,,
431,06/19/24 02:45:00 AM,2.3,2.1,24.95,,,,,
432,06/19/24 03:00:00 AM,1.2,2.1,24.84,,,,,
433,06/19/24 03:15:00 AM,2.3,2.1,24.74,,,,,
434,06/19/24 03:30:00 AM,2.5,2.1,24.65,,,,,
435,06/19/24 03:45:00 AM,1.1,2.1,24.57,,,,,
436,06/19/24 04:00:00 AM,2.3,2.1,24.51,,,,,
437,06/19/24 04:15:00 AM,1.1,2.1,24.50,,,,,
438,06/19/24 04:30:00 AM,2.5,2.1,24.49,,,,,
439,06/19/24 04:45:00 AM,1.2,2.1,24.44,,,,,
440,06/19/24 05:00:00 AM,2.3,2.1,24.40,,,,,
441,06/19/24 05:15:00 AM,2.3,2.1,24.35,,,,,
442,06/19/24 05:30:00 AM,1.2,2.1,24.32,,,,,
443,06/19/24 05:45:00 AM,2.5,2.1,24.31,,,,,
444,06/19/24 06:00:00 AM,1.1,2.1,24.29,,,,,
445,06/19/24 06:15:00 AM,2.3,2.1,24.28,,,,,
446,06/19/24 06:30:00 AM,2.3,2.1,24.33,,,,,
447,06/19/24 06:45:00 AM,1.2,2.1,24.40,,,,,
448,06/19/24 07:00:00 AM,2.3,2.1,24.56,,,,,
449,06/19/24 07:15:00 AM,2.5,2.1,24.74,,,,,
450,06/19/24 07:30:00 AM,1.2,2.1,24.90,,,,,
451,06/19/24 07:45:00 AM,2.5,2.1,25.11,,,,,
452,06/19/24 08:00:00 AM,2.5,2.1,25.52,,,,,
453,06/19/24 08:15:00 AM,2.5,2.1,26.18,,,,,
454,06/19/24 08:30:00 AM,2.5,2.1,27.01,,,,,
455,06/19/24 08:45:00 AM,2.5,2.1,27.28,,,,,
456,06/19/24 09:00:00 AM,8.8,2.1,27.40,,,,,
457,06/19/24 09:15:00 AM,2.5,2.1,27.46,,,,,
458,06/19/24 09:30:00 AM,2.5,2.1,27.47,,,,,
459,06/19/24 09:45:00 AM,1.2,2.1,27.55,,,,,
460,06/19/24 10:00:00 AM,2.5,2.1,27.62,,,,,
461,06/19/24 10:15:00 AM,2.5,2.1,27.63,,,,,
462,06/19/24 10:30:00 AM,2.3,2.1,27.64,,,,,
463,06/19/24 10:45:00 AM,2.3,-0.5,27.79,,,,,
464,06/19/24 11:00:00 AM,2.5,2.1,27.91,,,,,
465,06/19/24 11:15:00 AM,2.3,2.1,27.91,,,,,
466,06/19/24 11:30:00 AM,2.5,2.1,27.90,,,,,
467,06/19/24 11:45:00 AM,2.3,2.1,27.95,,,,,
468,06/19/24 12:00:00 PM,2.5,-0.5,28.07,,,,,
469,06/19/24 12:15:00 PM,2.5,-0.5,28.20,,,,,
470,06/19/24 12:30:00 PM,2.3,2.1,28.30,,,,,
471,06/19/24 12:45:00 PM,2.5,2.1,28.41,,,,,
472,06/19/24 01:00:00 PM,2.5,-0.5,28.79,,,,,
473,06/19/24 01:15:00 PM,1.1,2.1,29.17,,,,,
474,06/19/24 01:30:00 PM,5.8,2.1,29.50,,,,,
475,06/19/24 01:45:00 PM,2.5,2.1,29.66,,,,,
476,06/19/24 02:00:00 PM,2.3,2.1,29.65,,,,,
477,06/19/24 02:15:00 PM,2.3,2.1,29.65,,,,,
478,06/19/24 02:30:00 PM,2.5,2.1,29.56,,,,,
479,06/19/24 02:45:00 PM,1.1,-0.5,29.49,,,,,
480,06/19/24 03:00:00 PM,2.3,2.1,29.45,,,,,
481,06/19/24 03:15:00 PM,2.3,-0.5,29.22,,,,,
482,06/19/24 03:30:00 PM,2.3,2.1,28.97,,,,,
483,06/19/24 03:45:00 PM,2.3,2.1,28.79,,,,,
484,06/19/24 04:00:00 PM,2.3,2.1,28.63,,,,,
485,06/19/24 04:15:00 PM,2.3,-0.5,28.42,,,,,
486,06/19/24 04:30:00 PM,2.3,2.1,28.23,,,,,
487,06/19/24 04:45:00 PM,2.3,2.1,28.02,,,,,
488,06/19/24 05:00:00 PM,2.3,2.1,27.83,,,,,
489,06/19/24 05:15:00 PM,2.3,2.1,27.66,,,,,
490,06/19/24 05:30:00 PM,1.2,2.1,27.41,,,,,
491,06/19/24 05:45:00 PM,2.3,2.1,27.15,,,,,
492,06/19/24 06:00:00 PM,2.5,2.1,26.90,,,,,
493,06/19/24 06:15:00 PM,2.3,2.1,26.67,,,,,
494,06/19/24 06:30:00 PM,1.2,2.1,26.48,,,,,
495,06/19/24 06:45:00 PM,1.2,2.1,26.32,,,,,
496,06/19/24 07:00:00 PM,2.5,2.1,26.16,,,,,
497,06/19/24 07:15:00 PM,2.5,2.1,26.01,,,,,
498,06/19/24 07:30:00 PM,2.3,-0.5,25.90,,,,,
499,06/19/24 07:45:00 PM,2.5,2.1,25.80,,,,,
500,06/19/24 08:00:00 PM,2.3,2.1,25.73,,,,,
501,06/19/24 08:15:00 PM,2.3,2.1,25.70,,,,,
502,06/19/24 08:30:00 PM,2.3,2.1,25.69,,,,,
503,06/19/24 08:45:00 PM,1.2,2.1,25.69,,,,,
504,06/19/24 09:00:00 PM,2.5,2.1,25.65,,,,,
505,06/19/24 09:15:00 PM,2.3,2.1,25.48,,,,,
506,06/19/24 09:30:00 PM,2.3,2.1,25.34,,,,,
507,06/19/24 09:45:00 PM,1.2,2.1,25.29,,,,,
508,06/19/24 10:00:00 PM,2.5,2.1,25.27,,,,,
509,06/19/24 10:15:00 PM,1.2,2.1,25.22,,,,,
510,06/19/24 10:30:00 PM,2.5,2.1,25.18,,,,,
511,06/19/24 10:45:00 PM,2.3,2.1,25.14,,,,,
512,06/19/24 11:00:00 PM,2.3,2.1,25.11,,,,,
513,06/19/24 11:15:00 PM,1.2,2.1,25.06,,,,,
514,06/19/24 11:30:00 PM,2.5,2.1,24.99,,,,,
515,06/19/24 11:45:00 PM,2.3,2.1,24.95,,,,,
516,06/20/24 12:00:00 AM,2.3,2.1,24.90,,,,,
517,06/20/24 12:15:00 AM,1.2,2.1,24.88,,,,,
518,06/20/24 12:30:00 AM,2.3,2.1,24.85,,,,,
519,06/20/24 12:45:00 AM,8.8,-0.5,24.82,,,,,
520,06/20/24 01:00:00 AM,1.2,2.1,24.77,,,,,
521,06/20/24 01:15:00 AM,2.5,2.1,24.73,,,,,
522,06/20/24 01:30:00 AM,2.3,-0.5,24.72,,,,,
523,06/20/24 01:45:00 AM,2.5,2.1,24.69,,,,,
524,06/20/24 02:00:00 AM,2.3,-0.5,24.66,,,,,
525,06/20/24 02:15:00 AM,2.3,2.1,24.61,,,,,
526,06/20/24 02:30:00 AM,2.3,-0.5,24.56,,,,,
527,06/20/24 02:45:00 AM,1.1,2.1,24.54,,,,,
528,06/20/24 03:00:00 AM,2.5,2.1,24.49,,,,,
529,06/20/24 03:15:00 AM,1.2,2.1,24.40,,,,,
530,06/20/24 03:30:00 AM,2.5,2.1,24.33,,,,,
531,06/20/24 03:45:00 AM,2.5,2.1,24.23,,,,,
532,06/20/24 04:00:00 AM,2.5,2.1,24.18,,,,,
533,06/20/24 04:15:00 AM,2.3,2.1,24.15,,,,,
534,06/20/24 04:30:00 AM,2.5,2.1,24.11,,,,,
535,06/20/24 04:45:00 AM,2.3,2.1,24.10,,,,,
536,06/20/24 05:00:00 AM,2.3,2.1,24.10,,,,,
537,06/20/24 05:15:00 AM,1.1,2.1,24.10,,,,,
538,06/20/24 05:30:00 AM,2.3,2.1,24.12,,,,,
539,06/20/24 05:45:00 AM,2.3,2.1,24.16,,,,,
540,06/20/24 06:00:00 AM,2.5,2.1,24.18,,,,,
541,06/20/24 06:15:00 AM,2.5,2.1,24.25,,,,,
542,06/20/24 06:30:00 AM,2.3,2.1,24.33,,,,,
543,06/20/24 06:45:00 AM,2.5,2.1,24.44,,,,,
544,06/20/24 07:00:00 AM,2.3,2.1,24.57,,,,,
545,06/20/24 07:15:00 AM,2.3,2.1,24.72,,,,,
546,06/20/24 07:30:00 AM,2.3,2.1,24.88,,,,,
547,06/20/24 07:45:00 AM,2.5,2.1,25.05,,,,,
548,06/20/24 08:00:00 AM,2.5,2.1,25.23,,,,,
549,06/20/24 08:15:00 AM,2.3,2.1,25.45,,,,,
550,06/20/24 08:30:00 AM,8.8,2.1,25.69,,,,,
551,06/20/24 08:45:00 AM,2.5,2.1,26.02,,,,,
552,06/20/24 09:00:00 AM,1.2,2.1,26.35,,,,,
553,06/20/24 09:15:00 AM,2.3,2.1,26.73,,,,,
554,06/20/24 09:30:00 AM,5.8,2.1,26.92,,,,,
555,06/20/24 09:45:00 AM,2.3,2.1,27.07,,,,,
556,06/20/24 10:00:00 AM,2.5,2.1,27.34,,,,,
557,06/20/24 10:15:00 AM,2.5,2.1,26.87,,,,,
558,06/20/24 10:30:00 AM,47.5,43.4,26.14,,,,,
559,06/20/24 10:45:00 AM,48.2,44.1,26.18,,,,,
560,06/20/24 11:00:00 AM,48.5,44.5,26.21,,,,,
561,06/20/24 11:15:00 AM,49.0,44.8,26.32,,,,,
562,06/20/24 11:30:00 AM,48.9,44.8,26.44,,,,,
563,06/20/24 11:45:00 AM,49.2,45.2,26.49,,,,,
564,06/20/24 12:00:00 PM,49.4,45.2,26.60,,,,,
565,06/20/24 12:15:00 PM,49.5,45.2,26.72,,,,,
566,06/20/24 12:30:00 PM,50.0,45.9,26.86,,,,,
567,06/20/24 12:45:00 PM,50.5,46.3,27.04,,,,,
568,06/20/24 01:00:00 PM,50.8,46.6,27.26,,,,,
569,06/20/24 01:15:00 PM,51.3,47.0,27.49,,,,,
570,06/20/24 01:30:00 PM,51.4,46.9,27.81,,,,,
571,06/20/24 01:45:00 PM,51.6,46.9,28.03,,,,,
572,06/20/24 02:00:00 PM,51.8,48.0,28.00,,,,,
573,06/20/24 02:15:00 PM,52.0,48.0,28.07,,,,,
574,06/20/24 02:30:00 PM,52.3,48.0,28.17,,,,,
575,06/20/24 02:45:00 PM,52.5,48.0,28.15,,,,,
576,06/20/24 03:00:00 PM,52.5,48.0,28.14,,,,,
577,06/20/24 03:15:00 PM,52.6,48.0,28.06,,,,,
578,06/20/24 03:30:00 PM,52.7,48.8,27.95,,,,,
579,06/20/24 03:45:00 PM,52.6,48.8,27.83,,,,,
580,06/20/24 04:00:00 PM,53.1,48.8,27.72,,,,,
581,06/20/24 04:15:00 PM,52.4,48.1,27.57,,,,,
582,06/20/24 04:30:00 PM,49.6,45.5,27.37,,,,,
583,06/20/24 04:45:00 PM,50.8,47.0,27.26,,,,,
584,06/20/24 05:00:00 PM,51.4,47.0,27.18,,,,,
585,06/20/24 05:15:00 PM,51.7,47.3,27.10,,,,,
586,06/20/24 05:30:00 PM,52.0,48.1,27.00,,,,,
587,06/20/24 05:45:00 PM,52.3,48.1,26.90,,,,,
588,06/20/24 06:00:00 PM,49.0,44.8,26.70,,,,,
589,06/20/24 06:15:00 PM,49.5,45.5,26.63,,,,,
590,06/20/24 06:30:00 PM,0.8,-0.8,25.65,,,,,
591,06/20/24 06:45:00 PM,0.6,0.6,24.89,,,,,
592,06/20/24 07:00:00 PM,0.6,-0.5,24.57,,,,,
593,06/20/24 07:15:00 PM,0.6,-0.5,24.45,,,,,
594,06/20/24 07:30:00 PM,0.6,-0.5,24.48,,,,,
595,06/20/24 07:45:00 PM,0.5,-0.5,24.49,,,,,
596,06/20/24 08:00:00 PM,0.6,-0.5,24.44,,,,,
597,06/20/24 08:15:00 PM,0.6,-0.5,24.35,,,,,
598,06/20/24 08:30:00 PM,0.5,0.6,24.35,,,,,
599,06/20/24 08:45:00 PM,0.6,-0.5,24.33,,,,,
600,06/20/24 09:00:00 PM,0.5,-0.5,24.22,,,,,
601,06/20/24 09:15:00 PM,0.6,-0.5,24.18,,,,,
602,06/20/24 09:30:00 PM,0.6,0.6,24.22,,,,,
603,06/20/24 09:45:00 PM,0.5,-0.5,24.16,,,,,
604,06/20/24 10:00:00 PM,0.6,-0.5,24.16,,,,,
605,06/20/24 10:15:00 PM,0.7,-0.5,24.18,,,,,
606,06/20/24 10:30:00 PM,0.5,-0.5,23.92,,,,,
607,06/20/24 10:45:00 PM,0.6,-0.5,23.82,,,,,
608,06/20/24 11:00:00 PM,0.6,-0.5,23.71,,,,,
609,06/20/24 11:15:00 PM,0.6,-0.5,23.57,,,,,
610,06/20/24 11:30:00 PM,0.6,-0.5,23.48,,,,,
611,06/20/24 11:45:00 PM,0.6,-0.5,23.38,,,,,
612,06/21/24 12:00:00 AM,0.5,-0.5,23.32,,,,,
613,06/21/24 12:15:00 AM,0.6,-0.5,23.36,,,,,
614,06/21/24 12:30:00 AM,0.6,-0.5,23.38,,,,,
615,06/21/24 12:45:00 AM,0.5,-0.5,23.29,,,,,
616,06/21/24 01:00:00 AM,0.6,7.2,23.15,,,,,
617,06/21/24 01:15:00 AM,0.5,-0.5,22.98,,,,,
618,06/21/24 01:30:00 AM,0.5,-0.5,22.85,,,,,
619,06/21/24 01:45:00 AM,0.5,0.6,22.70,,,,,
620,06/21/24 02:00:00 AM,0.6,-0.5,22.67,,,,,
621,06/21/24 02:15:00 AM,0.5,-0.5,22.68,,,,,
622,06/21/24 02:30:00 AM,0.4,-0.5,22.68,,,,,
623,06/21/24 02:45:00 AM,0.6,-0.5,22.62,,,,,
624,06/21/24 03:00:00 AM,0.5,-0.5,22.65,,,,,
625,06/21/24 03:15:00 AM,0.6,-0.5,22.65,,,,,
626,06/21/24 03:30:00 AM,0.6,0.6,22.55,,,,,
627,06/21/24 03:45:00 AM,0.5,-0.5,22.55,,,,,
628,06/21/24 04:00:00 AM,0.5,-0.5,22.57,,,,,
629,06/21/24 04:15:00 AM,0.6,-0.5,22.61,,,,,
630,06/21/24 04:30:00 AM,0.6,-0.5,22.59,,,,,
631,06/21/24 04:45:00 AM,0.5,-0.5,22.61,,,,,
632,06/21/24 05:00:00 AM,0.6,-0.5,22.59,,,,,
633,06/21/24 05:15:00 AM,0.6,-0.5,22.59,,,,,
634,06/21/24 05:30:00 AM,0.5,-0.5,22.63,,,,,
635,06/21/24 05:45:00 AM,0.6,6.1,22.70,,,,,
636,06/21/24 06:00:00 AM,0.6,-0.5,22.85,,,,,
637,06/21/24 06:15:00 AM,0.6,-0.5,22.93,,,,,
638,06/21/24 06:30:00 AM,0.5,-0.5,23.06,,,,,
639,06/21/24 06:45:00 AM,0.5,-0.5,23.15,,,,,
640,06/21/24 07:00:00 AM,0.5,-0.5,23.33,,,,,
641,06/21/24 07:15:00 AM,0.5,-0.5,23.53,,,,,
642,06/21/24 07:30:00 AM,0.5,-0.5,23.65,,,,,
643,06/21/24 07:45:00 AM,0.4,7.2,23.77,,,,,
644,06/21/24 08:00:00 AM,0.7,-0.5,23.84,,,,,
645,06/21/24 08:15:00 AM,0.5,-0.5,23.88,,,,,
646,06/21/24 08:30:00 AM,0.6,7.2,23.93,,,,,
647,06/21/24 08:45:00 AM,0.5,-0.5,24.09,,,,,
648,06/21/24 09:00:00 AM,0.5,7.2,24.43,,,,,
649,06/21/24 09:15:00 AM,0.5,-0.5,24.63,,,,,
650,06/21/24 09:30:00 AM,0.7,7.2,24.80,,,,,
651,06/21/24 09:45:00 AM,0.6,-0.5,24.89,,,,,
652,06/21/24 10:00:00 AM,0.5,-0.5,24.86,,,,,
653,06/21/24 10:15:00 AM,0.5,7.2,25.10,,,,,
654,06/21/24 10:30:00 AM,0.5,-0.5,25.44,,,,,
655,06/21/24 10:45:00 AM,0.6,-0.5,25.84,,,,,
656,06/21/24 11:00:00 AM,0.6,-0.5,25.97,,,,,
657,06/21/24 11:15:00 AM,0.7,-0.5,26.15,,,,,
658,06/21/24 11:30:00 AM,0.6,-0.5,26.43,,,,,
659,06/21/24 11:45:00 AM,0.6,-1.6,26.56,,,,,
660,06/21/24 12:00:00 PM,0.5,-0.5,26.44,,,,,
661,06/21/24 12:15:00 PM,0.6,0.6,26.30,,,,,
662,06/21/24 12:30:00 PM,0.6,0.6,26.30,,,,,
663,06/21/24 12:45:00 PM,0.5,-0.5,26.32,,,,,
664,06/21/24 01:00:00 PM,0.5,-0.5,26.26,,,,,
665,06/21/24 01:15:00 PM,0.5,0.6,26.35,,,,,
666,06/21/24 01:30:00 PM,0.7,-0.5,26.56,,,,,
667,06/21/24 01:45:00 PM,0.7,-0.5,26.73,,,,,
668,06/21/24 02:00:00 PM,0.7,-0.5,26.99,,,,,
669,06/21/24 02:15:00 PM,0.5,-0.5,27.18,,,,,
670,06/21/24 02:30:00 PM,0.7,-0.5,27.46,,,,,
671,06/21/24 02:45:00 PM,0.7,0.6,27.98,,,,,
672,06/21/24 03:00:00 PM,0.7,0.6,27.96,,,,,
673,06/21/24 03:15:00 PM,0.6,-0.5,27.98,,,,,
674,06/21/24 03:30:00 PM,0.5,7.2,27.97,,,,,
675,06/21/24 03:45:00 PM,0.5,-0.5,27.72,,,,,
676,06/21/24 04:00:00 PM,0.6,7.2,27.44,,,,,
677,06/21/24 04:15:00 PM,0.6,16.7,27.18,,,,,
678,06/21/24 04:30:00 PM,2.3,2.1,26.86,,,,,
679,06/21/24 04:45:00 PM,13.9,2.1,26.48,,,,,
680,06/21/24 05:00:00 PM,13.9,2.1,26.07,,,,,
681,06/21/24 05:15:00 PM,5.8,2.1,25.59,,,,,
682,06/21/24 05:30:00 PM,8.8,2.1,25.23,,,,,
683,06/21/24 05:45:00 PM,8.8,2.1,24.89,,,,,
684,06/21/24 06:00:00 PM,8.8,2.1,24.59,,,,,
685,06/21/24 06:15:00 PM,8.8,2.1,24.39,,,,,
686,06/21/24 06:30:00 PM,13.9,2.1,24.32,,,,,
687,06/21/24 06:45:00 PM,13.9,2.1,24.20,,,,,
688,06/21/24 07:00:00 PM,13.9,2.1,24.11,,,,,
689,06/21/24 07:15:00 PM,4.0,2.1,24.09,,,,,
690,06/21/24 07:30:00 PM,2.2,2.1,24.00,,,,,
691,06/21/24 07:45:00 PM,4.0,2.1,23.94,,,,,
692,06/21/24 08:00:00 PM,13.9,2.1,23.89,,,,,
693,06/21/24 08:15:00 PM,13.9,2.1,23.74,,,,,
694,06/21/24 08:30:00 PM,13.9,2.1,23.58,,,,,
695,06/21/24 08:45:00 PM,4.0,7.2,23.43,,,,,
696,06/21/24 09:00:00 PM,13.9,16.7,23.40,,,,,
697,06/21/24 09:15:00 PM,4.0,2.1,23.30,,,,,
698,06/21/24 09:30:00 PM,13.9,2.1,23.21,,,,,
699,06/21/24 09:45:00 PM,4.0,2.1,23.31,,,,,
700,06/21/24 10:00:00 PM,4.0,14.5,23.37,,,,,
701,06/21/24 10:15:00 PM,4.0,2.1,23.42,,,,,
702,06/21/24 10:30:00 PM,2.3,2.1,23.37,,,,,
703,06/21/24 10:45:00 PM,2.2,2.1,23.30,,,,,
704,06/21/24 11:00:00 PM,4.0,7.2,23.23,,,,,
705,06/21/24 11:15:00 PM,4.0,2.1,23.21,,,,,
706,06/21/24 11:30:00 PM,4.0,2.1,23.23,,,,,
707,06/21/24 11:45:00 PM,2.2,2.1,23.31,,,,,
708,06/22/24 12:00:00 AM,4.0,16.7,23.38,,,,,
709,06/22/24 12:15:00 AM,4.0,2.1,23.40,,,,,
710,06/22/24 12:30:00 AM,4.0,2.1,23.40,,,,,
711,06/22/24 12:45:00 AM,4.0,2.1,23.38,,,,,
712,06/22/24 01:00:00 AM,4.0,7.2,23.31,,,,,
713,06/22/24 01:15:00 AM,4.0,14.5,23.23,,,,,
714,06/22/24 01:30:00 AM,4.0,2.1,23.18,,,,,
715,06/22/24 01:45:00 AM,2.3,14.5,23.14,,,,,
716,06/22/24 02:00:00 AM,4.0,2.1,23.06,,,,,
717,06/22/24 02:15:00 AM,4.0,2.1,23.01,,,,,
718,06/22/24 02:30:00 AM,2.3,2.1,23.04,,,,,
719,06/22/24 02:45:00 AM,2.2,2.1,23.14,,,,,
720,06/22/24 03:00:00 AM,4.0,2.1,23.13,,,,,
721,06/22/24 03:15:00 AM,4.0,2.1,23.03,,,,,
722,06/22/24 03:30:00 AM,2.2,2.1,22.99,,,,,
723,06/22/24 03:45:00 AM,4.0,2.1,22.98,,,,,
724,06/22/24 04:00:00 AM,1.4,14.5,23.01,,,,,
725,06/22/24 04:15:00 AM,4.0,2.1,22.98,,,,,
726,06/22/24 04:30:00 AM,2.3,2.1,22.96,,,,,
727,06/22/24 04:45:00 AM,2.2,2.1,22.86,,,,,
728,06/22/24 05:00:00 AM,4.0,16.8,22.82,,,,,
729,06/22/24 05:15:00 AM,1.4,16.8,22.76,,,,,
730,06/22/24 05:30:00 AM,2.3,2.1,22.75,,,,,
731,06/22/24 05:45:00 AM,4.0,2.1,22.78,,,,,
732,06/22/24 06:00:00 AM,1.4,2.1,22.91,,,,,
733,06/22/24 06:15:00 AM,4.0,16.7,23.14,,,,,
734,06/22/24 06:30:00 AM,1.4,2.1,23.53,,,,,
735,06/22/24 06:45:00 AM,4.0,16.7,23.88,,,,,
736,06/22/24 07:00:00 AM,2.3,2.1,24.08,,,,,
737,06/22/24 07:15:00 AM,1.4,16.7,24.33,,,,,
738,06/22/24 07:30:00 AM,1.4,16.7,24.62,,,,,
739,06/22/24 07:45:00 AM,2.3,2.1,24.93,,,,,
740,06/22/24 08:00:00 AM,1.4,16.7,25.35,,,,,
741,06/22/24 08:15:00 AM,2.3,16.7,25.82,,,,,
742,06/22/24 08:30:00 AM,1.4,16.7,25.96,,,,,
743,06/22/24 08:45:00 AM,1.7,16.7,26.24,,,,,
744,06/22/24 09:00:00 AM,1.1,16.7,26.67,,,,,
745,06/22/24 09:15:00 AM,2.3,7.2,27.16,,,,,
746,06/22/24 09:30:00 AM,1.1,7.2,27.63,,,,,
747,06/22/24 09:45:00 AM,13.8,2.1,28.11,,,,,
748,06/22/24 10:00:00 AM,2.5,2.1,28.62,,,,,
749,06/22/24 10:15:00 AM,2.5,2.1,29.44,,,,,
750,06/22/24 10:30:00 AM,1.2,-0.5,30.38,,,,,
751,06/22/24 10:45:00 AM,2.3,2.1,31.49,,,,,
752,06/22/24 11:00:00 AM,2.3,2.0,32.68,,,,,
753,06/22/24 11:15:00 AM,2.3,2.0,33.87,,,,,
754,06/22/24 11:30:00 AM,2.3,2.0,35.09,,,,,
755,06/22/24 11:45:00 AM,2.3,2.0,36.37,,,,,
756,06/22/24 12:00:00 PM,2.4,-0.5,37.37,,,,,
757,06/22/24 12:15:00 PM,2.3,2.0,38.48,,,,,
758,06/22/24 12:30:00 PM,1.2,2.0,39.48,,,,,
759,06/22/24 12:45:00 PM,2.3,2.0,40.15,,,,,
760,06/22/24 01:00:00 PM,2.4,-0.5,40.82,,,,,
761,06/22/24 01:15:00 PM,2.4,2.0,41.79,,,,,
762,06/22/24 01:30:00 PM,1.0,2.0,41.94,,,,,
763,06/22/24 01:45:00 PM,2.3,2.0,40.48,,,,,
764,06/22/24 02:00:00 PM,2.3,2.0,39.94,,,,,
765,06/22/24 02:15:00 PM,2.4,2.0,39.13,,,,,
766,06/22/24 02:30:00 PM,2.3,2.0,38.20,,,,,
767,06/22/24 02:45:00 PM,2.3,2.0,37.32,,,,,
768,06/22/24 03:00:00 PM,2.3,2.0,36.47,,,,,
769,06/22/24 03:15:00 PM,2.3,-0.5,35.63,,,,,
770,06/22/24 03:30:00 PM,2.3,2.0,34.72,,,,,
771,06/22/24 03:45:00 PM,2.3,2.0,33.72,,,,,
772,06/22/24 04:00:00 PM,2.5,2.0,32.79,,,,,
773,06/22/24 04:15:00 PM,2.3,2.0,31.77,,,,,
774,06/22/24 04:30:00 PM,2.3,2.1,30.89,,,,,
775,06/22/24 04:45:00 PM,1.2,2.1,29.98,,,,,
776,06/22/24 05:00:00 PM,2.3,2.1,29.15,,,,,
777,06/22/24 05:15:00 PM,2.5,2.1,28.43,,,,,
778,06/22/24 05:30:00 PM,2.5,2.1,27.79,,,,,
779,06/22/24 05:45:00 PM,2.3,2.1,27.23,,,,,
780,06/22/24 06:00:00 PM,2.3,2.1,26.73,,,,,
781,06/22/24 06:15:00 PM,2.3,2.1,26.35,,,,,
782,06/22/24 06:30:00 PM,2.3,2.1,26.01,,,,,
783,06/22/24 06:45:00 PM,2.3,2.1,25.73,,,,,
784,06/22/24 07:00:00 PM,2.5,2.1,25.41,,,,,
785,06/22/24 07:15:00 PM,2.5,2.1,25.16,,,,,
786,06/22/24 07:30:00 PM,2.3,2.1,25.05,,,,,
787,06/22/24 07:45:00 PM,2.5,2.1,24.86,,,,,
788,06/22/24 08:00:00 PM,2.5,-0.5,24.68,,,,,
789,06/22/24 08:15:00 PM,2.3,2.1,24.54,,,,,
790,06/22/24 08:30:00 PM,2.3,2.1,24.38,,,,,
791,06/22/24 08:45:00 PM,2.3,2.1,24.29,,,,,
792,06/22/24 09:00:00 PM,2.5,2.1,24.22,,,,,
793,06/22/24 09:15:00 PM,1.1,2.1,24.12,,,,,
794,06/22/24 09:30:00 PM,2.3,2.1,24.01,,,,,
795,06/22/24 09:45:00 PM,1.1,2.1,23.93,,,,,
796,06/22/24 10:00:00 PM,1.1,2.1,23.88,,,,,
797,06/22/24 10:15:00 PM,2.3,2.1,23.80,,,,,
798,06/22/24 10:30:00 PM,2.5,2.1,23.70,,,,,
