"Plot Title: TIYU240701DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21091844, SEN S/N: 21091844)","Temp, °C (LGR S/N: 21091844, SEN S/N: 21091844)","Coupler Attached (LGR S/N: 21091844)","Host Connected (LGR S/N: 21091844)","Stopped (LGR S/N: 21091844)","End Of File (LGR S/N: 21091844)"
471,07/06/24 04:30:00 PM,6.61,23.74,,,,
472,07/06/24 04:45:00 PM,6.60,23.72,,,,
473,07/06/24 05:00:00 PM,6.62,23.70,,,,
474,07/06/24 05:15:00 PM,6.60,23.68,,,,
475,07/06/24 05:30:00 PM,6.59,23.68,,,,
476,07/06/24 05:45:00 PM,6.60,23.66,,,,
477,07/06/24 06:00:00 PM,6.58,23.64,,,,
478,07/06/24 06:15:00 PM,6.57,23.62,,,,
479,07/06/24 06:30:00 PM,6.59,23.58,,,,
480,07/06/24 06:45:00 PM,6.59,23.54,,,,
481,07/06/24 07:00:00 PM,6.60,23.50,,,,
482,07/06/24 07:15:00 PM,6.58,23.48,,,,
483,07/06/24 07:30:00 PM,6.60,23.42,,,,
484,07/06/24 07:45:00 PM,6.61,23.38,,,,
485,07/06/24 08:00:00 PM,6.61,23.36,,,,
486,07/06/24 08:15:00 PM,6.61,23.34,,,,
487,07/06/24 08:30:00 PM,6.62,23.30,,,,
488,07/06/24 08:45:00 PM,6.62,23.26,,,,
489,07/06/24 09:00:00 PM,6.63,23.24,,,,
490,07/06/24 09:15:00 PM,6.64,23.24,,,,
491,07/06/24 09:30:00 PM,6.66,23.20,,,,
492,07/06/24 09:45:00 PM,6.66,23.18,,,,
493,07/06/24 10:00:00 PM,6.63,23.16,,,,
494,07/06/24 10:15:00 PM,6.66,23.14,,,,
495,07/06/24 10:30:00 PM,6.65,23.12,,,,
496,07/06/24 10:45:00 PM,6.65,23.12,,,,
497,07/06/24 11:00:00 PM,6.67,23.08,,,,
498,07/06/24 11:15:00 PM,6.67,23.08,,,,
499,07/06/24 11:30:00 PM,6.64,23.06,,,,
500,07/06/24 11:45:00 PM,6.67,23.04,,,,
501,07/07/24 12:00:00 AM,6.67,23.02,,,,
502,07/07/24 12:15:00 AM,6.67,23.00,,,,
503,07/07/24 12:30:00 AM,6.67,22.98,,,,
504,07/07/24 12:45:00 AM,6.67,22.98,,,,
505,07/07/24 01:00:00 AM,6.67,22.96,,,,
506,07/07/24 01:15:00 AM,6.67,22.94,,,,
507,07/07/24 01:30:00 AM,6.66,22.92,,,,
508,07/07/24 01:45:00 AM,6.67,22.90,,,,
509,07/07/24 02:00:00 AM,6.67,22.90,,,,
510,07/07/24 02:15:00 AM,6.67,22.88,,,,
511,07/07/24 02:30:00 AM,6.68,22.86,,,,
512,07/07/24 02:45:00 AM,6.68,22.84,,,,
513,07/07/24 03:00:00 AM,6.68,22.84,,,,
514,07/07/24 03:15:00 AM,6.68,22.82,,,,
515,07/07/24 03:30:00 AM,6.68,22.80,,,,
516,07/07/24 03:45:00 AM,6.67,22.80,,,,
517,07/07/24 04:00:00 AM,6.68,22.78,,,,
518,07/07/24 04:15:00 AM,6.68,22.78,,,,
519,07/07/24 04:30:00 AM,6.70,22.76,,,,
520,07/07/24 04:45:00 AM,6.67,22.74,,,,
521,07/07/24 05:00:00 AM,6.67,22.74,,,,
522,07/07/24 05:15:00 AM,6.70,22.74,,,,
523,07/07/24 05:30:00 AM,6.69,22.72,,,,
524,07/07/24 05:45:00 AM,6.70,22.70,,,,
525,07/07/24 06:00:00 AM,6.69,22.70,,,,
526,07/07/24 06:15:00 AM,6.67,22.68,,,,
527,07/07/24 06:30:00 AM,6.68,22.68,,,,
528,07/07/24 06:45:00 AM,6.68,22.68,,,,
529,07/07/24 07:00:00 AM,6.69,22.66,,,,
530,07/07/24 07:15:00 AM,6.72,22.66,,,,
531,07/07/24 07:30:00 AM,6.67,22.66,,,,
532,07/07/24 07:45:00 AM,6.70,22.66,,,,
533,07/07/24 08:00:00 AM,6.71,22.66,,,,
534,07/07/24 08:15:00 AM,6.72,22.68,,,,
535,07/07/24 08:30:00 AM,6.71,22.68,,,,
536,07/07/24 08:45:00 AM,6.73,22.68,,,,
537,07/07/24 09:00:00 AM,6.71,22.70,,,,
538,07/07/24 09:15:00 AM,6.72,22.70,,,,
539,07/07/24 09:30:00 AM,6.73,22.72,,,,
540,07/07/24 09:45:00 AM,6.72,22.74,,,,
541,07/07/24 10:00:00 AM,6.73,22.76,,,,
542,07/07/24 10:15:00 AM,6.73,22.80,,,,
543,07/07/24 10:30:00 AM,6.73,22.84,,,,
544,07/07/24 10:45:00 AM,6.75,22.88,,,,
545,07/07/24 11:00:00 AM,6.75,22.90,,,,
546,07/07/24 11:15:00 AM,6.73,22.94,,,,
547,07/07/24 11:30:00 AM,6.74,22.98,,,,
548,07/07/24 11:45:00 AM,6.73,23.06,,,,
549,07/07/24 12:00:00 PM,6.76,23.12,,,,
550,07/07/24 12:15:00 PM,6.75,23.22,,,,
551,07/07/24 12:30:00 PM,6.76,23.34,,,,
552,07/07/24 12:45:00 PM,6.73,23.44,,,,
553,07/07/24 01:00:00 PM,6.75,23.48,,,,
554,07/07/24 01:15:00 PM,6.73,23.56,,,,
555,07/07/24 01:30:00 PM,6.73,23.62,,,,
556,07/07/24 01:45:00 PM,6.71,23.70,,,,
557,07/07/24 02:00:00 PM,6.70,23.84,,,,
558,07/07/24 02:15:00 PM,6.70,23.92,,,,
559,07/07/24 02:30:00 PM,6.68,23.94,,,,
560,07/07/24 02:45:00 PM,6.67,23.96,,,,
561,07/07/24 03:00:00 PM,6.66,24.02,,,,
562,07/07/24 03:15:00 PM,6.66,24.08,,,,
563,07/07/24 03:30:00 PM,6.64,24.06,,,,
564,07/07/24 03:45:00 PM,6.64,24.06,,,,
565,07/07/24 04:00:00 PM,6.60,24.06,,,,
566,07/07/24 04:15:00 PM,6.58,24.06,,,,
567,07/07/24 04:30:00 PM,6.59,24.04,,,,
568,07/07/24 04:45:00 PM,6.60,24.02,,,,
569,07/07/24 05:00:00 PM,6.59,23.96,,,,
570,07/07/24 05:15:00 PM,6.57,23.94,,,,
571,07/07/24 05:30:00 PM,6.58,23.90,,,,
572,07/07/24 05:45:00 PM,6.54,23.86,,,,
573,07/07/24 06:00:00 PM,6.58,23.80,,,,
574,07/07/24 06:15:00 PM,6.56,23.72,,,,
575,07/07/24 06:30:00 PM,6.55,23.66,,,,
576,07/07/24 06:45:00 PM,6.56,23.60,,,,
577,07/07/24 07:00:00 PM,6.58,23.52,,,,
578,07/07/24 07:15:00 PM,6.59,23.44,,,,
579,07/07/24 07:30:00 PM,6.59,23.36,,,,
580,07/07/24 07:45:00 PM,6.60,23.30,,,,
581,07/07/24 08:00:00 PM,6.60,23.22,,,,
582,07/07/24 08:15:00 PM,6.63,23.06,,,,
583,07/07/24 08:30:00 PM,6.67,22.90,,,,
584,07/07/24 08:45:00 PM,6.70,22.78,,,,
585,07/07/24 09:00:00 PM,6.72,22.64,,,,
586,07/07/24 09:15:00 PM,6.85,22.56,,,,
587,07/07/24 09:30:00 PM,6.90,22.54,,,,
588,07/07/24 09:45:00 PM,6.88,22.60,,,,
589,07/07/24 10:00:00 PM,6.88,22.62,,,,
590,07/07/24 10:15:00 PM,6.86,22.64,,,,
591,07/07/24 10:30:00 PM,6.84,22.68,,,,
592,07/07/24 10:45:00 PM,6.80,22.72,,,,
593,07/07/24 11:00:00 PM,6.83,22.76,,,,
594,07/07/24 11:15:00 PM,6.83,22.74,,,,
595,07/07/24 11:30:00 PM,6.84,22.58,,,,
596,07/07/24 11:45:00 PM,6.85,22.44,,,,
597,07/08/24 12:00:00 AM,6.85,22.28,,,,
598,07/08/24 12:15:00 AM,6.91,22.16,,,,
599,07/08/24 12:30:00 AM,6.91,22.04,,,,
600,07/08/24 12:45:00 AM,6.92,21.94,,,,
601,07/08/24 01:00:00 AM,6.94,21.86,,,,
602,07/08/24 01:15:00 AM,6.93,21.80,,,,
603,07/08/24 01:30:00 AM,6.93,21.78,,,,
604,07/08/24 01:45:00 AM,6.92,21.84,,,,
605,07/08/24 02:00:00 AM,6.94,21.90,,,,
606,07/08/24 02:15:00 AM,6.91,21.96,,,,
607,07/08/24 02:30:00 AM,6.90,22.02,,,,
608,07/08/24 02:45:00 AM,6.90,22.08,,,,
609,07/08/24 03:00:00 AM,6.91,22.12,,,,
610,07/08/24 03:15:00 AM,6.89,22.12,,,,
611,07/08/24 03:30:00 AM,6.89,22.14,,,,
612,07/08/24 03:45:00 AM,6.90,22.04,,,,
613,07/08/24 04:00:00 AM,6.92,21.90,,,,
614,07/08/24 04:15:00 AM,6.93,21.78,,,,
615,07/08/24 04:30:00 AM,6.96,21.72,,,,
616,07/08/24 04:45:00 AM,6.95,21.70,,,,
617,07/08/24 05:00:00 AM,6.94,21.68,,,,
618,07/08/24 05:15:00 AM,6.94,21.64,,,,
619,07/08/24 05:30:00 AM,6.98,21.58,,,,
620,07/08/24 05:45:00 AM,6.97,21.58,,,,
621,07/08/24 06:00:00 AM,6.97,21.60,,,,
622,07/08/24 06:15:00 AM,6.97,21.60,,,,
623,07/08/24 06:30:00 AM,6.96,21.58,,,,
624,07/08/24 06:45:00 AM,6.98,21.56,,,,
625,07/08/24 07:00:00 AM,6.98,21.54,,,,
626,07/08/24 07:15:00 AM,6.98,21.68,,,,
627,07/08/24 07:30:00 AM,6.92,21.94,,,,
628,07/08/24 07:45:00 AM,6.90,22.22,,,,
629,07/08/24 08:00:00 AM,6.82,22.48,,,,
630,07/08/24 08:15:00 AM,6.83,22.66,,,,
631,07/08/24 08:30:00 AM,6.79,23.04,,,,
632,07/08/24 08:45:00 AM,6.75,23.30,,,,
633,07/08/24 09:00:00 AM,6.69,24.00,,,,
634,07/08/24 09:15:00 AM,6.48,25.90,,,,
635,07/08/24 09:30:00 AM,6.30,27.26,,,,
636,07/08/24 09:45:00 AM,6.17,29.04,,,,
637,07/08/24 10:00:00 AM,6.07,28.32,,,,
638,07/08/24 10:15:00 AM,6.22,26.88,,,,
639,07/08/24 10:30:00 AM,6.38,26.30,,,,
640,07/08/24 10:45:00 AM,6.28,27.00,,,,
641,07/08/24 11:00:00 AM,6.12,28.08,,,,
642,07/08/24 11:15:00 AM,6.07,29.44,,,,
643,07/08/24 11:30:00 AM,5.92,30.12,,,,
644,07/08/24 11:45:00 AM,5.86,30.10,,,,
645,07/08/24 12:00:00 PM,5.82,30.30,,,,
646,07/08/24 12:15:00 PM,5.92,29.86,,,,
647,07/08/24 12:30:00 PM,5.87,30.32,,,,
648,07/08/24 12:45:00 PM,5.88,30.60,,,,
649,07/08/24 01:00:00 PM,5.74,32.00,,,,
650,07/08/24 01:15:00 PM,5.59,32.34,,,,
651,07/08/24 01:30:00 PM,5.87,30.38,,,,
652,07/08/24 01:45:00 PM,6.04,29.28,,,,
653,07/08/24 02:00:00 PM,6.10,28.82,,,,
654,07/08/24 02:15:00 PM,6.11,28.52,,,,
655,07/08/24 02:30:00 PM,6.11,28.38,,,,
656,07/08/24 02:45:00 PM,6.13,28.32,,,,
657,07/08/24 03:00:00 PM,6.14,28.16,,,,
658,07/08/24 03:15:00 PM,6.23,27.14,,,,
659,07/08/24 03:30:00 PM,6.33,26.76,,,,
660,07/08/24 03:45:00 PM,6.30,26.92,,,,
661,07/08/24 04:00:00 PM,6.31,26.82,,,,
662,07/08/24 04:15:00 PM,6.33,26.48,,,,
663,07/08/24 04:30:00 PM,6.33,26.24,,,,
664,07/08/24 04:45:00 PM,6.40,25.76,,,,
665,07/08/24 05:00:00 PM,6.48,25.38,,,,
666,07/08/24 05:15:00 PM,6.49,25.14,,,,
667,07/08/24 05:30:00 PM,6.52,24.92,,,,
668,07/08/24 05:45:00 PM,6.54,24.72,,,,
669,07/08/24 06:00:00 PM,6.57,24.46,,,,
670,07/08/24 06:15:00 PM,6.60,24.22,,,,
671,07/08/24 06:30:00 PM,6.63,24.00,,,,
672,07/08/24 06:45:00 PM,6.66,23.76,,,,
673,07/08/24 07:00:00 PM,6.68,23.60,,,,
674,07/08/24 07:15:00 PM,6.70,23.42,,,,
675,07/08/24 07:30:00 PM,6.73,23.28,,,,
676,07/08/24 07:45:00 PM,6.76,23.12,,,,
677,07/08/24 08:00:00 PM,6.78,22.98,,,,
678,07/08/24 08:15:00 PM,6.81,22.88,,,,
679,07/08/24 08:30:00 PM,6.81,22.76,,,,
680,07/08/24 08:45:00 PM,6.83,22.66,,,,
681,07/08/24 09:00:00 PM,6.86,22.56,,,,
682,07/08/24 09:15:00 PM,6.85,22.50,,,,
683,07/08/24 09:30:00 PM,6.85,22.44,,,,
684,07/08/24 09:45:00 PM,6.85,22.38,,,,
685,07/08/24 10:00:00 PM,6.89,22.32,,,,
686,07/08/24 10:15:00 PM,6.88,22.32,,,,
687,07/08/24 10:30:00 PM,6.89,22.26,,,,
688,07/08/24 10:45:00 PM,6.91,22.18,,,,
689,07/08/24 11:00:00 PM,6.91,22.10,,,,
690,07/08/24 11:15:00 PM,6.91,22.06,,,,
691,07/08/24 11:30:00 PM,6.90,22.10,,,,
692,07/08/24 11:45:00 PM,6.92,22.18,,,,
693,07/09/24 12:00:00 AM,6.89,22.24,,,,
694,07/09/24 12:15:00 AM,6.89,22.32,,,,
695,07/09/24 12:30:00 AM,6.87,22.38,,,,
696,07/09/24 12:45:00 AM,6.86,22.36,,,,
697,07/09/24 01:00:00 AM,6.87,22.34,,,,
698,07/09/24 01:15:00 AM,6.87,22.34,,,,
699,07/09/24 01:30:00 AM,6.87,22.36,,,,
700,07/09/24 01:45:00 AM,6.86,22.34,,,,
701,07/09/24 02:00:00 AM,6.87,22.24,,,,
702,07/09/24 02:15:00 AM,6.91,22.08,,,,
703,07/09/24 02:30:00 AM,6.91,21.96,,,,
704,07/09/24 02:45:00 AM,6.91,21.88,,,,
705,07/09/24 03:00:00 AM,6.94,21.78,,,,
706,07/09/24 03:15:00 AM,6.97,21.68,,,,
707,07/09/24 03:30:00 AM,6.96,21.62,,,,
708,07/09/24 03:45:00 AM,6.98,21.54,,,,
709,07/09/24 04:00:00 AM,6.99,21.42,,,,
710,07/09/24 04:15:00 AM,7.01,21.34,,,,
711,07/09/24 04:30:00 AM,7.02,21.24,,,,
712,07/09/24 04:45:00 AM,7.03,21.20,,,,
713,07/09/24 05:00:00 AM,7.03,21.14,,,,
714,07/09/24 05:15:00 AM,7.04,21.04,,,,
715,07/09/24 05:30:00 AM,7.05,21.00,,,,
716,07/09/24 05:45:00 AM,7.06,21.06,,,,
717,07/09/24 06:00:00 AM,7.03,21.16,,,,
718,07/09/24 06:15:00 AM,7.04,21.24,,,,
719,07/09/24 06:30:00 AM,7.03,21.30,,,,
720,07/09/24 06:45:00 AM,7.02,21.36,,,,
721,07/09/24 07:00:00 AM,7.01,21.46,,,,
722,07/09/24 07:15:00 AM,6.98,21.68,,,,
723,07/09/24 07:30:00 AM,6.97,21.86,,,,
724,07/09/24 07:45:00 AM,6.93,22.02,,,,
725,07/09/24 08:00:00 AM,6.93,22.22,,,,
726,07/09/24 08:15:00 AM,6.91,22.34,,,,
727,07/09/24 08:30:00 AM,6.87,22.58,,,,
728,07/09/24 08:45:00 AM,6.85,22.76,,,,
729,07/09/24 09:00:00 AM,6.85,23.02,,,,
730,07/09/24 09:15:00 AM,6.79,23.40,,,,
731,07/09/24 09:30:00 AM,6.73,24.34,,,,
732,07/09/24 09:45:00 AM,6.69,24.78,,,,
733,07/09/24 10:00:00 AM,6.51,26.04,,,,
734,07/09/24 10:15:00 AM,6.48,25.76,,,,
735,07/09/24 10:30:00 AM,6.43,26.04,,,,
736,07/09/24 10:45:00 AM,6.41,27.02,,,,
737,07/09/24 11:00:00 AM,6.30,27.42,,,,
738,07/09/24 11:15:00 AM,6.20,29.06,,,,
739,07/09/24 11:30:00 AM,6.03,30.36,,,,
740,07/09/24 11:45:00 AM,6.01,29.60,,,,
741,07/09/24 12:00:00 PM,6.11,28.64,,,,
742,07/09/24 12:15:00 PM,6.25,27.86,,,,
743,07/09/24 12:30:00 PM,6.30,27.50,,,,
744,07/09/24 12:45:00 PM,6.29,27.36,,,,
745,07/09/24 01:00:00 PM,6.32,27.36,,,,
746,07/09/24 01:15:00 PM,6.34,27.08,,,,
747,07/09/24 01:30:00 PM,6.39,26.56,,,,
748,07/09/24 01:45:00 PM,6.42,25.98,,,,
749,07/09/24 02:00:00 PM,6.50,25.44,,,,
750,07/09/24 02:15:00 PM,6.56,24.88,,,,
751,07/09/24 02:30:00 PM,6.63,24.52,,,,
752,07/09/24 02:45:00 PM,6.60,24.40,,,,
753,07/09/24 03:00:00 PM,6.64,24.10,,,,
754,07/09/24 03:15:00 PM,6.68,23.96,,,,
755,07/09/24 03:30:00 PM,6.70,24.04,,,,
756,07/09/24 03:45:00 PM,6.65,24.48,,,,
757,07/09/24 04:00:00 PM,6.61,24.58,,,,
758,07/09/24 04:15:00 PM,6.60,24.52,,,,
759,07/09/24 04:30:00 PM,6.65,24.18,,,,
760,07/09/24 04:45:00 PM,6.68,23.96,,,,
761,07/09/24 05:00:00 PM,6.71,23.82,,,,
762,07/09/24 05:15:00 PM,6.73,23.76,,,,
763,07/09/24 05:30:00 PM,6.74,23.68,,,,
764,07/09/24 05:45:00 PM,6.72,23.62,,,,
765,07/09/24 06:00:00 PM,6.73,23.52,,,,
766,07/09/24 06:15:00 PM,6.75,23.36,,,,
767,07/09/24 06:30:00 PM,6.77,23.24,,,,
768,07/09/24 06:45:00 PM,6.76,23.12,,,,
769,07/09/24 07:00:00 PM,6.77,23.08,,,,
770,07/09/24 07:15:00 PM,6.79,22.90,,,,
771,07/09/24 07:30:00 PM,6.81,22.78,,,,
772,07/09/24 07:45:00 PM,6.83,22.68,,,,
773,07/09/24 08:00:00 PM,6.83,22.60,,,,
774,07/09/24 08:15:00 PM,6.87,22.60,,,,
775,07/09/24 08:30:00 PM,6.85,22.52,,,,
776,07/09/24 08:45:00 PM,6.87,22.48,,,,
777,07/09/24 09:00:00 PM,6.86,22.44,,,,
778,07/09/24 09:15:00 PM,6.60,22.88,,,,
779,07/09/24 09:30:00 PM,6.46,23.50,,,,
780,07/09/24 09:45:00 PM,6.48,23.48,,,,
781,07/09/24 10:00:00 PM,6.52,23.28,,,,
782,07/09/24 10:15:00 PM,6.56,22.94,,,,
783,07/09/24 10:30:00 PM,6.66,22.40,,,,
784,07/09/24 10:45:00 PM,6.73,22.20,,,,
785,07/09/24 11:00:00 PM,6.94,22.02,,,,
786,07/09/24 11:15:00 PM,6.92,21.90,,,,
787,07/09/24 11:30:00 PM,6.93,21.82,,,,
788,07/09/24 11:45:00 PM,6.96,21.80,,,,
789,07/10/24 12:00:00 AM,6.93,21.80,,,,
790,07/10/24 12:15:00 AM,6.92,21.78,,,,
791,07/10/24 12:30:00 AM,6.92,21.80,,,,
792,07/10/24 12:45:00 AM,6.91,21.82,,,,
793,07/10/24 01:00:00 AM,6.93,21.82,,,,
794,07/10/24 01:15:00 AM,6.92,21.76,,,,
795,07/10/24 01:30:00 AM,6.94,21.70,,,,
796,07/10/24 01:45:00 AM,6.94,21.72,,,,
797,07/10/24 02:00:00 AM,6.93,21.66,,,,
798,07/10/24 02:15:00 AM,6.92,21.62,,,,
799,07/10/24 02:30:00 AM,6.97,21.58,,,,
800,07/10/24 02:45:00 AM,6.96,21.56,,,,
801,07/10/24 03:00:00 AM,6.96,21.58,,,,
802,07/10/24 03:15:00 AM,6.96,21.54,,,,
803,07/10/24 03:30:00 AM,6.96,21.50,,,,
804,07/10/24 03:45:00 AM,6.96,21.52,,,,
805,07/10/24 04:00:00 AM,6.98,21.50,,,,
806,07/10/24 04:15:00 AM,6.97,21.48,,,,
807,07/10/24 04:30:00 AM,6.98,21.38,,,,
808,07/10/24 04:45:00 AM,6.99,21.34,,,,
809,07/10/24 05:00:00 AM,6.98,21.34,,,,
810,07/10/24 05:15:00 AM,6.98,21.34,,,,
811,07/10/24 05:30:00 AM,6.98,21.36,,,,
812,07/10/24 05:45:00 AM,6.98,21.34,,,,
813,07/10/24 06:00:00 AM,6.98,21.38,,,,
814,07/10/24 06:15:00 AM,6.98,21.36,,,,
815,07/10/24 06:30:00 AM,6.98,21.38,,,,
816,07/10/24 06:45:00 AM,7.00,21.28,,,,
817,07/10/24 07:00:00 AM,7.02,21.32,,,,
818,07/10/24 07:15:00 AM,7.00,21.44,,,,
819,07/10/24 07:30:00 AM,6.95,21.76,,,,
820,07/10/24 07:45:00 AM,6.89,22.28,,,,
821,07/10/24 08:00:00 AM,6.85,22.58,,,,
822,07/10/24 08:15:00 AM,6.82,22.82,,,,
823,07/10/24 08:30:00 AM,6.79,22.98,,,,
824,07/10/24 08:45:00 AM,6.80,23.32,,,,
825,07/10/24 09:00:00 AM,6.73,23.54,,,,
826,07/10/24 09:15:00 AM,6.73,23.72,,,,
827,07/10/24 09:30:00 AM,6.63,24.12,,,,
828,07/10/24 09:45:00 AM,6.61,24.56,,,,
829,07/10/24 10:00:00 AM,6.58,25.12,,,,
830,07/10/24 10:15:00 AM,6.52,25.38,,,,
831,07/10/24 10:30:00 AM,6.47,25.88,,,,
832,07/10/24 10:45:00 AM,6.36,26.66,,,,
833,07/10/24 11:00:00 AM,6.28,27.06,,,,
834,07/10/24 11:15:00 AM,6.23,27.40,,,,
835,07/10/24 11:30:00 AM,6.27,26.82,,,,
836,07/10/24 11:45:00 AM,6.38,27.06,,,,
837,07/10/24 12:00:00 PM,6.32,27.22,,,,
838,07/10/24 12:15:00 PM,6.26,27.54,,,,
839,07/10/24 12:30:00 PM,6.30,26.74,,,,
840,07/10/24 12:45:00 PM,6.40,26.34,,,,
841,07/10/24 01:00:00 PM,6.40,26.18,,,,
842,07/10/24 01:15:00 PM,6.45,25.80,,,,
843,07/10/24 01:30:00 PM,6.48,25.76,,,,
844,07/10/24 01:45:00 PM,6.46,26.24,,,,
845,07/10/24 02:00:00 PM,6.38,26.42,,,,
846,07/10/24 02:15:00 PM,6.41,27.04,,,,
847,07/10/24 02:30:00 PM,6.33,26.68,,,,
848,07/10/24 02:45:00 PM,6.41,25.82,,,,
849,07/10/24 03:00:00 PM,6.50,25.28,,,,
850,07/10/24 03:15:00 PM,6.54,25.70,,,,
851,07/10/24 03:30:00 PM,6.49,25.90,,,,
852,07/10/24 03:45:00 PM,6.44,25.76,,,,
853,07/10/24 04:00:00 PM,6.45,25.88,,,,
854,07/10/24 04:15:00 PM,6.40,25.86,,,,
855,07/10/24 04:30:00 PM,6.45,25.44,,,,
856,07/10/24 04:45:00 PM,6.50,25.06,,,,
857,07/10/24 05:00:00 PM,6.53,24.72,,,,
858,07/10/24 05:15:00 PM,6.60,24.42,,,,
859,07/10/24 05:30:00 PM,6.59,24.26,,,,
860,07/10/24 05:45:00 PM,6.61,24.16,,,,
861,07/10/24 06:00:00 PM,6.63,24.00,,,,
862,07/10/24 06:15:00 PM,6.66,23.80,,,,
863,07/10/24 06:30:00 PM,6.67,23.58,,,,
864,07/10/24 06:45:00 PM,6.72,23.40,,,,
865,07/10/24 07:00:00 PM,6.73,23.26,,,,
866,07/10/24 07:15:00 PM,6.76,23.12,,,,
867,07/10/24 07:30:00 PM,6.75,23.00,,,,
868,07/10/24 07:45:00 PM,6.76,22.92,,,,
869,07/10/24 08:00:00 PM,6.79,22.82,,,,
870,07/10/24 08:15:00 PM,6.81,22.72,,,,
871,07/10/24 08:30:00 PM,6.81,22.60,,,,
872,07/10/24 08:45:00 PM,6.83,22.52,,,,
873,07/10/24 09:00:00 PM,6.86,22.44,,,,
874,07/10/24 09:15:00 PM,6.85,22.40,,,,
875,07/10/24 09:30:00 PM,6.86,22.42,,,,
876,07/10/24 09:45:00 PM,6.85,22.44,,,,
877,07/10/24 10:00:00 PM,6.86,22.42,,,,
878,07/10/24 10:15:00 PM,6.85,22.40,,,,
879,07/10/24 10:30:00 PM,6.85,22.44,,,,
880,07/10/24 10:45:00 PM,6.83,22.46,,,,
881,07/10/24 11:00:00 PM,6.84,22.54,,,,
882,07/10/24 11:15:00 PM,6.83,22.54,,,,
883,07/10/24 11:30:00 PM,6.86,22.52,,,,
884,07/10/24 11:45:00 PM,6.85,22.46,,,,
885,07/11/24 12:00:00 AM,6.82,22.44,,,,
886,07/11/24 12:15:00 AM,6.85,22.40,,,,
887,07/11/24 12:30:00 AM,6.86,22.36,,,,
888,07/11/24 12:45:00 AM,6.87,22.30,,,,
889,07/11/24 01:00:00 AM,6.86,22.28,,,,
890,07/11/24 01:15:00 AM,6.87,22.24,,,,
891,07/11/24 01:30:00 AM,6.89,22.24,,,,
892,07/11/24 01:45:00 AM,6.85,22.22,,,,
893,07/11/24 02:00:00 AM,6.88,22.22,,,,
894,07/11/24 02:15:00 AM,6.88,22.20,,,,
895,07/11/24 02:30:00 AM,6.87,22.18,,,,
896,07/11/24 02:45:00 AM,6.88,22.16,,,,
897,07/11/24 03:00:00 AM,6.86,22.08,,,,
898,07/11/24 03:15:00 AM,6.90,22.04,,,,
899,07/11/24 03:30:00 AM,6.90,22.04,,,,
900,07/11/24 03:45:00 AM,6.91,21.96,,,,
901,07/11/24 04:00:00 AM,6.91,21.92,,,,
902,07/11/24 04:15:00 AM,6.90,21.92,,,,
903,07/11/24 04:30:00 AM,6.91,21.88,,,,
904,07/11/24 04:45:00 AM,6.92,21.88,,,,
905,07/11/24 05:00:00 AM,6.91,21.86,,,,
906,07/11/24 05:15:00 AM,6.92,21.86,,,,
907,07/11/24 05:30:00 AM,6.91,21.84,,,,
908,07/11/24 05:45:00 AM,6.92,21.78,,,,
909,07/11/24 06:00:00 AM,6.93,21.76,,,,
910,07/11/24 06:15:00 AM,6.94,21.70,,,,
911,07/11/24 06:30:00 AM,6.94,21.70,,,,
912,07/11/24 06:45:00 AM,6.93,21.76,,,,
913,07/11/24 07:00:00 AM,6.92,22.02,,,,
914,07/11/24 07:15:00 AM,6.87,22.36,,,,
915,07/11/24 07:30:00 AM,6.85,22.64,,,,
916,07/11/24 07:45:00 AM,6.80,22.98,,,,
917,07/11/24 08:00:00 AM,6.75,23.30,,,,
918,07/11/24 08:15:00 AM,6.71,23.62,,,,
919,07/11/24 08:30:00 AM,6.70,23.86,,,,
920,07/11/24 08:45:00 AM,6.67,24.08,,,,
921,07/11/24 09:00:00 AM,6.64,24.50,,,,
922,07/11/24 09:15:00 AM,6.57,25.24,,,,
923,07/11/24 09:30:00 AM,6.62,25.68,,,,
924,07/11/24 09:45:00 AM,6.27,27.54,,,,
925,07/11/24 10:00:00 AM,6.29,27.28,,,,
926,07/11/24 10:15:00 AM,6.34,26.56,,,,
927,07/11/24 10:30:00 AM,6.41,25.94,,,,
928,07/11/24 10:45:00 AM,6.48,25.72,,,,
929,07/11/24 11:00:00 AM,6.42,26.24,,,,
930,07/11/24 11:15:00 AM,6.33,27.14,,,,
931,07/11/24 11:30:00 AM,6.31,27.36,,,,
932,07/11/24 11:45:00 AM,6.29,27.68,,,,
933,07/11/24 12:00:00 PM,6.17,28.74,,,,
934,07/11/24 12:15:00 PM,6.16,29.00,,,,
935,07/11/24 12:30:00 PM,6.11,29.12,,,,
936,07/11/24 12:45:00 PM,6.09,29.64,,,,
937,07/11/24 01:00:00 PM,5.97,31.18,,,,
938,07/11/24 01:15:00 PM,5.89,31.12,,,,
939,07/11/24 01:30:00 PM,6.05,30.06,,,,
940,07/11/24 01:45:00 PM,6.08,29.38,,,,
941,07/11/24 02:00:00 PM,6.15,29.10,,,,
942,07/11/24 02:15:00 PM,6.17,28.74,,,,
943,07/11/24 02:30:00 PM,6.29,27.76,,,,
944,07/11/24 02:45:00 PM,6.36,27.10,,,,
945,07/11/24 03:00:00 PM,6.47,24.50,,,,
946,07/11/24 03:15:00 PM,6.68,23.46,,,,
