"Plot Title: SINDIDO061424"
"#","Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 20815614, SEN S/N: 20815614)","Temp, °C (LGR S/N: 20815614, SEN S/N: 20815614)","Coupler Attached (LGR S/N: 20815614)","Host Connected (LGR S/N: 20815614)","Stopped (LGR S/N: 20815614)","End Of File (LGR S/N: 20815614)"
471,06/19/24 12:45:00 PM,6.36,26.40,,,,
472,06/19/24 01:00:00 PM,6.34,26.60,,,,
473,06/19/24 01:15:00 PM,6.32,26.80,,,,
474,06/19/24 01:30:00 PM,6.28,27.10,,,,
475,06/19/24 01:45:00 PM,6.27,27.22,,,,
476,06/19/24 02:00:00 PM,6.27,27.22,,,,
477,06/19/24 02:15:00 PM,6.28,27.26,,,,
478,06/19/24 02:30:00 PM,6.26,27.24,,,,
479,06/19/24 02:45:00 PM,6.26,27.22,,,,
480,06/19/24 03:00:00 PM,6.26,27.22,,,,
481,06/19/24 03:15:00 PM,6.27,27.06,,,,
482,06/19/24 03:30:00 PM,6.28,26.92,,,,
483,06/19/24 03:45:00 PM,6.30,26.80,,,,
484,06/19/24 04:00:00 PM,6.31,26.70,,,,
485,06/19/24 04:15:00 PM,6.33,26.56,,,,
486,06/19/24 04:30:00 PM,6.34,26.40,,,,
487,06/19/24 04:45:00 PM,6.37,26.24,,,,
488,06/19/24 05:00:00 PM,6.38,26.08,,,,
489,06/19/24 05:15:00 PM,6.39,25.98,,,,
490,06/19/24 05:30:00 PM,6.43,25.78,,,,
491,06/19/24 05:45:00 PM,6.44,25.58,,,,
492,06/19/24 06:00:00 PM,6.47,25.36,,,,
493,06/19/24 06:15:00 PM,6.49,25.18,,,,
494,06/19/24 06:30:00 PM,6.51,25.02,,,,
495,06/19/24 06:45:00 PM,6.53,24.88,,,,
496,06/19/24 07:00:00 PM,6.54,24.74,,,,
497,06/19/24 07:15:00 PM,6.56,24.62,,,,
498,06/19/24 07:30:00 PM,6.59,24.52,,,,
499,06/19/24 07:45:00 PM,6.60,24.44,,,,
500,06/19/24 08:00:00 PM,6.61,24.34,,,,
501,06/19/24 08:15:00 PM,6.62,24.32,,,,
502,06/19/24 08:30:00 PM,6.61,24.32,,,,
503,06/19/24 08:45:00 PM,6.61,24.32,,,,
504,06/19/24 09:00:00 PM,6.63,24.30,,,,
505,06/19/24 09:15:00 PM,6.64,24.14,,,,
506,06/19/24 09:30:00 PM,6.64,24.04,,,,
507,06/19/24 09:45:00 PM,6.65,24.00,,,,
508,06/19/24 10:00:00 PM,6.65,23.98,,,,
509,06/19/24 10:15:00 PM,6.65,23.94,,,,
510,06/19/24 10:30:00 PM,6.66,23.90,,,,
511,06/19/24 10:45:00 PM,6.66,23.86,,,,
512,06/19/24 11:00:00 PM,6.67,23.84,,,,
513,06/19/24 11:15:00 PM,6.68,23.76,,,,
514,06/19/24 11:30:00 PM,6.68,23.70,,,,
515,06/19/24 11:45:00 PM,6.70,23.66,,,,
516,06/20/24 12:00:00 AM,6.69,23.62,,,,
517,06/20/24 12:15:00 AM,6.70,23.60,,,,
518,06/20/24 12:30:00 AM,6.71,23.58,,,,
519,06/20/24 12:45:00 AM,6.70,23.54,,,,
520,06/20/24 01:00:00 AM,6.71,23.50,,,,
521,06/20/24 01:15:00 AM,6.70,23.48,,,,
522,06/20/24 01:30:00 AM,6.71,23.44,,,,
523,06/20/24 01:45:00 AM,6.71,23.42,,,,
524,06/20/24 02:00:00 AM,6.70,23.40,,,,
525,06/20/24 02:15:00 AM,6.72,23.36,,,,
526,06/20/24 02:30:00 AM,6.72,23.34,,,,
527,06/20/24 02:45:00 AM,6.72,23.32,,,,
528,06/20/24 03:00:00 AM,6.74,23.26,,,,
529,06/20/24 03:15:00 AM,6.74,23.22,,,,
530,06/20/24 03:30:00 AM,6.75,23.12,,,,
531,06/20/24 03:45:00 AM,6.75,23.04,,,,
532,06/20/24 04:00:00 AM,6.76,22.98,,,,
533,06/20/24 04:15:00 AM,6.76,22.94,,,,
534,06/20/24 04:30:00 AM,6.77,22.92,,,,
535,06/20/24 04:45:00 AM,6.77,22.90,,,,
536,06/20/24 05:00:00 AM,6.77,22.90,,,,
537,06/20/24 05:15:00 AM,6.78,22.88,,,,
538,06/20/24 05:30:00 AM,6.77,22.92,,,,
539,06/20/24 05:45:00 AM,6.77,22.96,,,,
540,06/20/24 06:00:00 AM,6.76,22.98,,,,
541,06/20/24 06:15:00 AM,6.76,23.04,,,,
542,06/20/24 06:30:00 AM,6.75,23.12,,,,
543,06/20/24 06:45:00 AM,6.75,23.22,,,,
544,06/20/24 07:00:00 AM,6.74,23.34,,,,
545,06/20/24 07:15:00 AM,6.73,23.46,,,,
546,06/20/24 07:30:00 AM,6.70,23.60,,,,
547,06/20/24 07:45:00 AM,6.69,23.74,,,,
548,06/20/24 08:00:00 AM,6.67,23.88,,,,
549,06/20/24 08:15:00 AM,6.65,24.06,,,,
550,06/20/24 08:30:00 AM,6.63,24.24,,,,
551,06/20/24 08:45:00 AM,6.61,24.48,,,,
552,06/20/24 09:00:00 AM,6.59,24.70,,,,
553,06/20/24 09:15:00 AM,6.56,25.00,,,,
554,06/20/24 09:30:00 AM,6.56,25.16,,,,
555,06/20/24 09:45:00 AM,6.53,25.32,,,,
556,06/20/24 10:00:00 AM,6.42,25.98,,,,
557,06/20/24 10:15:00 AM,6.35,26.14,,,,
558,06/20/24 10:30:00 AM,6.71,25.08,,,,
559,06/20/24 10:45:00 AM,6.77,24.96,,,,
560,06/20/24 11:00:00 AM,6.81,24.96,,,,
561,06/20/24 11:15:00 AM,6.85,25.02,,,,
562,06/20/24 11:30:00 AM,6.87,25.16,,,,
563,06/20/24 11:45:00 AM,6.83,25.22,,,,
564,06/20/24 12:00:00 PM,6.85,25.30,,,,
565,06/20/24 12:15:00 PM,6.85,25.44,,,,
566,06/20/24 12:30:00 PM,6.84,25.56,,,,
567,06/20/24 12:45:00 PM,6.86,25.72,,,,
568,06/20/24 01:00:00 PM,6.86,25.94,,,,
569,06/20/24 01:15:00 PM,6.87,26.16,,,,
570,06/20/24 01:30:00 PM,6.85,26.46,,,,
571,06/20/24 01:45:00 PM,6.82,26.72,,,,
572,06/20/24 02:00:00 PM,6.75,26.72,,,,
573,06/20/24 02:15:00 PM,6.74,26.80,,,,
574,06/20/24 02:30:00 PM,6.73,26.88,,,,
575,06/20/24 02:45:00 PM,6.69,26.90,,,,
576,06/20/24 03:00:00 PM,6.66,26.90,,,,
577,06/20/24 03:15:00 PM,6.60,26.82,,,,
578,06/20/24 03:30:00 PM,6.54,26.72,,,,
579,06/20/24 03:45:00 PM,6.47,26.60,,,,
580,06/20/24 04:00:00 PM,6.40,26.50,,,,
581,06/20/24 04:15:00 PM,6.35,26.38,,,,
582,06/20/24 04:30:00 PM,6.28,26.16,,,,
583,06/20/24 04:45:00 PM,6.25,26.04,,,,
584,06/20/24 05:00:00 PM,6.22,25.96,,,,
585,06/20/24 05:15:00 PM,6.21,25.86,,,,
586,06/20/24 05:30:00 PM,6.21,25.78,,,,
587,06/20/24 05:45:00 PM,6.20,25.68,,,,
588,06/20/24 06:00:00 PM,6.23,25.48,,,,
589,06/20/24 06:15:00 PM,6.23,25.40,,,,
590,06/20/24 06:30:00 PM,6.51,24.72,,,,
591,06/20/24 06:45:00 PM,6.57,24.16,,,,
592,06/20/24 07:00:00 PM,6.62,23.86,,,,
593,06/20/24 07:15:00 PM,6.65,23.70,,,,
594,06/20/24 07:30:00 PM,6.67,23.66,,,,
595,06/20/24 07:45:00 PM,6.67,23.62,,,,
596,06/20/24 08:00:00 PM,6.69,23.58,,,,
597,06/20/24 08:15:00 PM,6.69,23.50,,,,
598,06/20/24 08:30:00 PM,6.68,23.48,,,,
599,06/20/24 08:45:00 PM,6.69,23.44,,,,
600,06/20/24 09:00:00 PM,6.72,23.36,,,,
601,06/20/24 09:15:00 PM,6.71,23.34,,,,
602,06/20/24 09:30:00 PM,6.74,23.26,,,,
603,06/20/24 09:45:00 PM,6.74,23.22,,,,
604,06/20/24 10:00:00 PM,6.75,23.22,,,,
605,06/20/24 10:15:00 PM,6.75,23.16,,,,
606,06/20/24 10:30:00 PM,6.77,22.90,,,,
607,06/20/24 10:45:00 PM,6.80,22.78,,,,
608,06/20/24 11:00:00 PM,6.80,22.74,,,,
609,06/20/24 11:15:00 PM,6.81,22.70,,,,
610,06/20/24 11:30:00 PM,6.82,22.62,,,,
611,06/20/24 11:45:00 PM,6.82,22.56,,,,
612,06/21/24 12:00:00 AM,6.83,22.48,,,,
613,06/21/24 12:15:00 AM,6.83,22.46,,,,
614,06/21/24 12:30:00 AM,6.84,22.44,,,,
615,06/21/24 12:45:00 AM,6.84,22.32,,,,
616,06/21/24 01:00:00 AM,6.85,22.14,,,,
617,06/21/24 01:15:00 AM,6.89,21.94,,,,
618,06/21/24 01:30:00 AM,6.92,21.74,,,,
619,06/21/24 01:45:00 AM,6.94,21.60,,,,
620,06/21/24 02:00:00 AM,6.94,21.52,,,,
621,06/21/24 02:15:00 AM,6.95,21.52,,,,
622,06/21/24 02:30:00 AM,6.95,21.58,,,,
623,06/21/24 02:45:00 AM,6.94,21.60,,,,
624,06/21/24 03:00:00 AM,6.93,21.64,,,,
625,06/21/24 03:15:00 AM,6.93,21.66,,,,
626,06/21/24 03:30:00 AM,6.93,21.64,,,,
627,06/21/24 03:45:00 AM,6.93,21.66,,,,
628,06/21/24 04:00:00 AM,6.93,21.68,,,,
629,06/21/24 04:15:00 AM,6.93,21.72,,,,
630,06/21/24 04:30:00 AM,6.93,21.72,,,,
631,06/21/24 04:45:00 AM,6.93,21.70,,,,
632,06/21/24 05:00:00 AM,6.92,21.70,,,,
633,06/21/24 05:15:00 AM,6.92,21.70,,,,
634,06/21/24 05:30:00 AM,6.91,21.76,,,,
635,06/21/24 05:45:00 AM,6.91,21.80,,,,
636,06/21/24 06:00:00 AM,6.91,21.88,,,,
637,06/21/24 06:15:00 AM,6.91,21.92,,,,
638,06/21/24 06:30:00 AM,6.91,21.98,,,,
639,06/21/24 06:45:00 AM,6.88,22.08,,,,
640,06/21/24 07:00:00 AM,6.86,22.20,,,,
641,06/21/24 07:15:00 AM,6.86,22.32,,,,
642,06/21/24 07:30:00 AM,6.86,22.40,,,,
643,06/21/24 07:45:00 AM,6.84,22.50,,,,
644,06/21/24 08:00:00 AM,6.84,22.58,,,,
645,06/21/24 08:15:00 AM,6.83,22.68,,,,
646,06/21/24 08:30:00 AM,6.82,22.74,,,,
647,06/21/24 08:45:00 AM,6.80,22.86,,,,
648,06/21/24 09:00:00 AM,6.79,23.06,,,,
649,06/21/24 09:15:00 AM,6.76,23.26,,,,
650,06/21/24 09:30:00 AM,6.74,23.48,,,,
651,06/21/24 09:45:00 AM,6.74,23.58,,,,
652,06/21/24 10:00:00 AM,6.71,23.66,,,,
653,06/21/24 10:15:00 AM,6.68,23.90,,,,
654,06/21/24 10:30:00 AM,6.65,24.16,,,,
655,06/21/24 10:45:00 AM,6.62,24.54,,,,
656,06/21/24 11:00:00 AM,6.58,24.80,,,,
657,06/21/24 11:15:00 AM,6.56,24.88,,,,
658,06/21/24 11:30:00 AM,6.54,25.18,,,,
659,06/21/24 11:45:00 AM,6.52,25.36,,,,
660,06/21/24 12:00:00 PM,6.53,25.14,,,,
661,06/21/24 12:15:00 PM,6.52,25.08,,,,
662,06/21/24 12:30:00 PM,6.56,24.94,,,,
663,06/21/24 12:45:00 PM,6.54,24.94,,,,
664,06/21/24 01:00:00 PM,6.55,24.92,,,,
665,06/21/24 01:15:00 PM,6.53,24.98,,,,
666,06/21/24 01:30:00 PM,6.53,25.14,,,,
667,06/21/24 01:45:00 PM,6.48,25.36,,,,
668,06/21/24 02:00:00 PM,6.46,25.68,,,,
669,06/21/24 02:15:00 PM,6.44,25.70,,,,
670,06/21/24 02:30:00 PM,6.43,25.80,,,,
671,06/21/24 02:45:00 PM,6.39,26.14,,,,
672,06/21/24 03:00:00 PM,6.38,26.10,,,,
673,06/21/24 03:15:00 PM,6.38,26.16,,,,
674,06/21/24 03:30:00 PM,6.38,26.08,,,,
675,06/21/24 03:45:00 PM,6.39,25.90,,,,
676,06/21/24 04:00:00 PM,6.41,25.70,,,,
677,06/21/24 04:15:00 PM,6.44,25.50,,,,
678,06/21/24 04:30:00 PM,6.47,25.30,,,,
679,06/21/24 04:45:00 PM,6.49,25.02,,,,
680,06/21/24 05:00:00 PM,6.52,24.74,,,,
681,06/21/24 05:15:00 PM,6.55,24.42,,,,
682,06/21/24 05:30:00 PM,6.60,24.12,,,,
683,06/21/24 05:45:00 PM,6.64,23.82,,,,
684,06/21/24 06:00:00 PM,6.65,23.60,,,,
685,06/21/24 06:15:00 PM,6.68,23.48,,,,
686,06/21/24 06:30:00 PM,6.69,23.40,,,,
687,06/21/24 06:45:00 PM,6.70,23.30,,,,
688,06/21/24 07:00:00 PM,6.71,23.22,,,,
689,06/21/24 07:15:00 PM,6.73,23.20,,,,
690,06/21/24 07:30:00 PM,6.75,23.14,,,,
691,06/21/24 07:45:00 PM,6.74,23.10,,,,
692,06/21/24 08:00:00 PM,6.75,23.04,,,,
693,06/21/24 08:15:00 PM,6.75,22.92,,,,
694,06/21/24 08:30:00 PM,6.78,22.82,,,,
695,06/21/24 08:45:00 PM,6.80,22.70,,,,
696,06/21/24 09:00:00 PM,6.81,22.58,,,,
697,06/21/24 09:15:00 PM,6.81,22.52,,,,
698,06/21/24 09:30:00 PM,6.82,22.52,,,,
699,06/21/24 09:45:00 PM,6.81,22.56,,,,
700,06/21/24 10:00:00 PM,6.82,22.58,,,,
701,06/21/24 10:15:00 PM,6.81,22.62,,,,
702,06/21/24 10:30:00 PM,6.80,22.62,,,,
703,06/21/24 10:45:00 PM,6.81,22.60,,,,
704,06/21/24 11:00:00 PM,6.80,22.54,,,,
705,06/21/24 11:15:00 PM,6.82,22.52,,,,
706,06/21/24 11:30:00 PM,6.83,22.50,,,,
707,06/21/24 11:45:00 PM,6.81,22.54,,,,
708,06/22/24 12:00:00 AM,6.81,22.56,,,,
709,06/22/24 12:15:00 AM,6.82,22.54,,,,
710,06/22/24 12:30:00 AM,6.81,22.54,,,,
711,06/22/24 12:45:00 AM,6.82,22.52,,,,
712,06/22/24 01:00:00 AM,6.81,22.52,,,,
713,06/22/24 01:15:00 AM,6.81,22.48,,,,
714,06/22/24 01:30:00 AM,6.83,22.42,,,,
715,06/22/24 01:45:00 AM,6.81,22.40,,,,
716,06/22/24 02:00:00 AM,6.84,22.32,,,,
717,06/22/24 02:15:00 AM,6.84,22.28,,,,
718,06/22/24 02:30:00 AM,6.83,22.30,,,,
719,06/22/24 02:45:00 AM,6.83,22.32,,,,
720,06/22/24 03:00:00 AM,6.83,22.36,,,,
721,06/22/24 03:15:00 AM,6.84,22.32,,,,
722,06/22/24 03:30:00 AM,6.84,22.28,,,,
723,06/22/24 03:45:00 AM,6.84,22.24,,,,
724,06/22/24 04:00:00 AM,6.85,22.26,,,,
725,06/22/24 04:15:00 AM,6.84,22.24,,,,
726,06/22/24 04:30:00 AM,6.85,22.20,,,,
727,06/22/24 04:45:00 AM,6.84,22.14,,,,
728,06/22/24 05:00:00 AM,6.85,22.12,,,,
729,06/22/24 05:15:00 AM,6.85,22.06,,,,
730,06/22/24 05:30:00 AM,6.85,22.06,,,,
731,06/22/24 05:45:00 AM,6.86,22.04,,,,
732,06/22/24 06:00:00 AM,6.87,22.12,,,,
733,06/22/24 06:15:00 AM,6.86,22.22,,,,
734,06/22/24 06:30:00 AM,6.84,22.44,,,,
735,06/22/24 06:45:00 AM,6.82,22.72,,,,
736,06/22/24 07:00:00 AM,6.79,22.90,,,,
737,06/22/24 07:15:00 AM,6.74,23.18,,,,
738,06/22/24 07:30:00 AM,6.72,23.48,,,,
739,06/22/24 07:45:00 AM,6.67,23.82,,,,
740,06/22/24 08:00:00 AM,6.63,24.30,,,,
741,06/22/24 08:15:00 AM,6.57,24.62,,,,
742,06/22/24 08:30:00 AM,6.56,24.74,,,,
743,06/22/24 08:45:00 AM,6.53,25.06,,,,
744,06/22/24 09:00:00 AM,6.47,25.48,,,,
745,06/22/24 09:15:00 AM,6.44,25.96,,,,
746,06/22/24 09:30:00 AM,6.38,26.44,,,,
747,06/22/24 09:45:00 AM,6.31,26.96,,,,
748,06/22/24 10:00:00 AM,6.25,27.40,,,,
749,06/22/24 10:15:00 AM,6.19,28.20,,,,
750,06/22/24 10:30:00 AM,6.10,28.94,,,,
751,06/22/24 10:45:00 AM,6.02,29.32,,,,
752,06/22/24 11:00:00 AM,5.90,30.62,,,,
753,06/22/24 11:15:00 AM,5.82,31.50,,,,
754,06/22/24 11:30:00 AM,5.73,32.54,,,,
755,06/22/24 11:45:00 AM,5.63,33.54,,,,
756,06/22/24 12:00:00 PM,5.58,33.96,,,,
757,06/22/24 12:15:00 PM,5.60,33.60,,,,
758,06/22/24 12:30:00 PM,5.76,33.20,,,,
759,06/22/24 12:45:00 PM,5.76,33.18,,,,
760,06/22/24 01:00:00 PM,5.73,33.48,,,,
761,06/22/24 01:15:00 PM,5.73,33.90,,,,
762,06/22/24 01:30:00 PM,5.65,33.80,,,,
763,06/22/24 01:45:00 PM,5.69,32.96,,,,
764,06/22/24 02:00:00 PM,5.72,32.54,,,,
765,06/22/24 02:15:00 PM,5.75,31.88,,,,
766,06/22/24 02:30:00 PM,5.80,31.24,,,,
767,06/22/24 02:45:00 PM,5.83,30.80,,,,
768,06/22/24 03:00:00 PM,5.90,30.42,,,,
769,06/22/24 03:15:00 PM,5.91,30.02,,,,
770,06/22/24 03:30:00 PM,5.95,29.74,,,,
771,06/22/24 03:45:00 PM,5.99,29.40,,,,
772,06/22/24 04:00:00 PM,6.01,29.14,,,,
773,06/22/24 04:15:00 PM,6.08,28.72,,,,
774,06/22/24 04:30:00 PM,6.12,28.28,,,,
775,06/22/24 04:45:00 PM,6.17,27.78,,,,
776,06/22/24 05:00:00 PM,6.23,27.28,,,,
777,06/22/24 05:15:00 PM,6.28,26.80,,,,
778,06/22/24 05:30:00 PM,6.34,26.36,,,,
779,06/22/24 05:45:00 PM,6.39,25.96,,,,
780,06/22/24 06:00:00 PM,6.44,25.58,,,,
781,06/22/24 06:15:00 PM,6.47,25.28,,,,
782,06/22/24 06:30:00 PM,6.50,25.00,,,,
783,06/22/24 06:45:00 PM,6.53,24.80,,,,
784,06/22/24 07:00:00 PM,6.56,24.56,,,,
785,06/22/24 07:15:00 PM,6.59,24.32,,,,
786,06/22/24 07:30:00 PM,6.61,24.14,,,,
787,06/22/24 07:45:00 PM,6.65,24.00,,,,
788,06/22/24 08:00:00 PM,6.65,23.90,,,,
789,06/22/24 08:15:00 PM,6.66,23.74,,,,
790,06/22/24 08:30:00 PM,6.67,23.62,,,,
791,06/22/24 08:45:00 PM,6.70,23.56,,,,
792,06/22/24 09:00:00 PM,6.71,23.42,,,,
793,06/22/24 09:15:00 PM,6.73,23.32,,,,
794,06/22/24 09:30:00 PM,6.74,23.22,,,,
795,06/22/24 09:45:00 PM,6.75,23.12,,,,
796,06/22/24 10:00:00 PM,6.75,23.06,,,,
797,06/22/24 10:15:00 PM,6.76,23.00,,,,
798,06/22/24 10:30:00 PM,6.78,22.96,,,,
799,06/22/24 10:45:00 PM,6.76,22.90,,,,
800,06/22/24 11:00:00 PM,6.78,22.80,,,,
801,06/22/24 11:15:00 PM,6.79,22.72,,,,
802,06/22/24 11:30:00 PM,6.80,22.66,,,,
803,06/22/24 11:45:00 PM,6.82,22.58,,,,
804,06/23/24 12:00:00 AM,6.82,22.52,,,,
805,06/23/24 12:15:00 AM,6.82,22.52,,,,
806,06/23/24 12:30:00 AM,6.81,22.54,,,,
807,06/23/24 12:45:00 AM,6.82,22.56,,,,
808,06/23/24 01:00:00 AM,6.83,22.56,,,,
809,06/23/24 01:15:00 AM,6.81,22.52,,,,
810,06/23/24 01:30:00 AM,6.82,22.50,,,,
811,06/23/24 01:45:00 AM,6.83,22.48,,,,
812,06/23/24 02:00:00 AM,6.82,22.48,,,,
813,06/23/24 02:15:00 AM,6.82,22.44,,,,
814,06/23/24 02:30:00 AM,6.82,22.48,,,,
815,06/23/24 02:45:00 AM,6.81,22.52,,,,
816,06/23/24 03:00:00 AM,6.81,22.54,,,,
817,06/23/24 03:15:00 AM,6.80,22.58,,,,
818,06/23/24 03:30:00 AM,6.82,22.54,,,,
819,06/23/24 03:45:00 AM,6.83,22.48,,,,
820,06/23/24 04:00:00 AM,6.84,22.40,,,,
821,06/23/24 04:15:00 AM,6.84,22.30,,,,
822,06/23/24 04:30:00 AM,6.85,22.24,,,,
823,06/23/24 04:45:00 AM,6.85,22.16,,,,
824,06/23/24 05:00:00 AM,6.87,22.10,,,,
825,06/23/24 05:15:00 AM,6.88,22.04,,,,
826,06/23/24 05:30:00 AM,6.88,21.98,,,,
827,06/23/24 05:45:00 AM,6.89,21.94,,,,
828,06/23/24 06:00:00 AM,6.88,22.00,,,,
829,06/23/24 06:15:00 AM,6.89,22.02,,,,
830,06/23/24 06:30:00 AM,6.87,22.16,,,,
831,06/23/24 06:45:00 AM,6.84,22.38,,,,
832,06/23/24 07:00:00 AM,6.83,22.60,,,,
833,06/23/24 07:15:00 AM,6.81,22.82,,,,
834,06/23/24 07:30:00 AM,6.75,23.08,,,,
835,06/23/24 07:45:00 AM,6.73,23.48,,,,
836,06/23/24 08:00:00 AM,6.67,23.96,,,,
837,06/23/24 08:15:00 AM,6.61,24.50,,,,
838,06/23/24 08:30:00 AM,6.56,25.00,,,,
839,06/23/24 08:45:00 AM,6.50,25.50,,,,
840,06/23/24 09:00:00 AM,6.44,25.88,,,,
841,06/23/24 09:15:00 AM,6.39,26.40,,,,
842,06/23/24 09:30:00 AM,6.33,27.08,,,,
843,06/23/24 09:45:00 AM,6.26,27.90,,,,
844,06/23/24 10:00:00 AM,6.14,28.94,,,,
845,06/23/24 10:15:00 AM,6.03,30.02,,,,
846,06/23/24 10:30:00 AM,5.97,31.06,,,,
847,06/23/24 10:45:00 AM,5.89,31.56,,,,
848,06/23/24 11:00:00 AM,5.76,32.24,,,,
849,06/23/24 11:15:00 AM,5.66,33.38,,,,
850,06/23/24 11:30:00 AM,5.60,34.72,,,,
851,06/23/24 11:45:00 AM,5.50,35.88,,,,
852,06/23/24 12:00:00 PM,5.47,36.56,,,,
853,06/23/24 12:15:00 PM,5.47,36.40,,,,
854,06/23/24 12:30:00 PM,5.62,36.06,,,,
855,06/23/24 12:45:00 PM,5.67,36.02,,,,
856,06/23/24 01:00:00 PM,5.63,36.22,,,,
857,06/23/24 01:15:00 PM,5.63,36.08,,,,
858,06/23/24 01:30:00 PM,6.25,30.64,,,,
859,06/23/24 01:45:00 PM,6.40,29.76,,,,
860,06/23/24 02:00:00 PM,6.41,29.70,,,,
861,06/23/24 02:15:00 PM,6.38,29.68,,,,
862,06/23/24 02:30:00 PM,6.38,29.70,,,,
863,06/23/24 02:45:00 PM,6.35,29.66,,,,
864,06/23/24 03:00:00 PM,6.34,29.60,,,,
865,06/23/24 03:15:00 PM,6.30,29.52,,,,
866,06/23/24 03:30:00 PM,6.28,29.40,,,,
867,06/23/24 03:45:00 PM,6.27,29.26,,,,
868,06/23/24 04:00:00 PM,6.20,29.10,,,,
869,06/23/24 04:15:00 PM,6.14,28.92,,,,
870,06/23/24 04:30:00 PM,6.08,28.72,,,,
871,06/23/24 04:45:00 PM,6.04,28.54,,,,
872,06/23/24 05:00:00 PM,5.99,28.38,,,,
873,06/23/24 05:15:00 PM,5.95,28.22,,,,
874,06/23/24 05:30:00 PM,5.91,28.06,,,,
875,06/23/24 05:45:00 PM,5.88,27.92,,,,
876,06/23/24 06:00:00 PM,5.87,27.78,,,,
877,06/23/24 06:15:00 PM,5.87,27.66,,,,
878,06/23/24 06:30:00 PM,5.87,27.52,,,,
879,06/23/24 06:45:00 PM,5.88,27.40,,,,
880,06/23/24 07:00:00 PM,5.91,27.28,,,,
881,06/23/24 07:15:00 PM,5.91,27.16,,,,
882,06/23/24 07:30:00 PM,5.91,27.06,,,,
883,06/23/24 07:45:00 PM,5.91,26.94,,,,
884,06/23/24 08:00:00 PM,5.93,26.82,,,,
885,06/23/24 08:15:00 PM,5.95,26.72,,,,
886,06/23/24 08:30:00 PM,5.98,26.60,,,,
887,06/23/24 08:45:00 PM,5.97,26.52,,,,
888,06/23/24 09:00:00 PM,5.96,26.42,,,,
889,06/23/24 09:15:00 PM,5.99,26.34,,,,
890,06/23/24 09:30:00 PM,5.98,26.26,,,,
891,06/23/24 09:45:00 PM,6.00,26.16,,,,
892,06/23/24 10:00:00 PM,6.00,26.08,,,,
893,06/23/24 10:15:00 PM,6.02,26.00,,,,
894,06/23/24 10:30:00 PM,6.03,25.92,,,,
895,06/23/24 10:45:00 PM,6.03,25.84,,,,
896,06/23/24 11:00:00 PM,6.05,25.78,,,,
897,06/23/24 11:15:00 PM,6.07,25.70,,,,
898,06/23/24 11:30:00 PM,6.06,25.62,,,,
899,06/23/24 11:45:00 PM,6.07,25.56,,,,
900,06/24/24 12:00:00 AM,6.09,25.48,,,,
901,06/24/24 12:15:00 AM,6.08,25.42,,,,
902,06/24/24 12:30:00 AM,6.08,25.34,,,,
903,06/24/24 12:45:00 AM,6.10,25.28,,,,
904,06/24/24 01:00:00 AM,6.10,25.22,,,,
905,06/24/24 01:15:00 AM,6.10,25.16,,,,
906,06/24/24 01:30:00 AM,6.10,25.10,,,,
907,06/24/24 01:45:00 AM,6.10,25.04,,,,
908,06/24/24 02:00:00 AM,6.12,25.00,,,,
909,06/24/24 02:15:00 AM,6.12,24.96,,,,
910,06/24/24 02:30:00 AM,6.13,24.92,,,,
911,06/24/24 02:45:00 AM,6.13,24.88,,,,
912,06/24/24 03:00:00 AM,6.15,24.84,,,,
913,06/24/24 03:15:00 AM,6.15,24.80,,,,
914,06/24/24 03:30:00 AM,6.17,24.74,,,,
915,06/24/24 03:45:00 AM,6.16,24.70,,,,
916,06/24/24 04:00:00 AM,6.16,24.66,,,,
917,06/24/24 04:15:00 AM,6.18,24.62,,,,
918,06/24/24 04:30:00 AM,6.19,24.58,,,,
919,06/24/24 04:45:00 AM,6.18,24.54,,,,
920,06/24/24 05:00:00 AM,6.19,24.50,,,,
921,06/24/24 05:15:00 AM,6.19,24.48,,,,
922,06/24/24 05:30:00 AM,6.22,24.44,,,,
923,06/24/24 05:45:00 AM,6.24,24.42,,,,
924,06/24/24 06:00:00 AM,6.28,24.42,,,,
925,06/24/24 06:15:00 AM,6.37,24.42,,,,
926,06/24/24 06:30:00 AM,6.41,24.42,,,,
927,06/24/24 06:45:00 AM,6.45,24.42,,,,
928,06/24/24 07:00:00 AM,6.43,24.42,,,,
929,06/24/24 07:15:00 AM,6.50,24.46,,,,
930,06/24/24 07:30:00 AM,6.52,24.54,,,,
931,06/24/24 07:45:00 AM,6.57,24.64,,,,
932,06/24/24 08:00:00 AM,6.60,24.78,,,,
933,06/24/24 08:15:00 AM,6.62,24.94,,,,
934,06/24/24 08:30:00 AM,6.67,25.12,,,,
935,06/24/24 08:45:00 AM,6.72,25.34,,,,
936,06/24/24 09:00:00 AM,6.73,25.56,,,,
937,06/24/24 09:15:00 AM,6.75,25.70,,,,
938,06/24/24 09:30:00 AM,6.78,26.02,,,,
939,06/24/24 09:45:00 AM,6.79,26.24,,,,
940,06/24/24 10:00:00 AM,6.82,26.54,,,,
941,06/24/24 10:15:00 AM,6.82,26.76,,,,
942,06/24/24 10:30:00 AM,6.82,26.98,,,,
943,06/24/24 10:45:00 AM,6.81,27.34,,,,
944,06/24/24 11:00:00 AM,6.76,27.64,,,,
945,06/24/24 11:15:00 AM,6.79,27.92,,,,
946,06/24/24 11:30:00 AM,6.77,28.24,,,,
