"Plot Title: CANUACON061524"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20835570, SEN S/N: 20835570)","Temp, °C (LGR S/N: 20835570, SEN S/N: 20835570)","Coupler Detached (LGR S/N: 20835570)","Coupler Attached (LGR S/N: 20835570)","Host Connected (LGR S/N: 20835570)","Stopped (LGR S/N: 20835570)","End Of File (LGR S/N: 20835570)"
454,06/20/24 04:00:00 AM,130.6,24.23,,,,,
455,06/20/24 04:15:00 AM,130.5,24.21,,,,,
456,06/20/24 04:30:00 AM,130.6,24.21,,,,,
457,06/20/24 04:45:00 AM,130.6,24.20,,,,,
458,06/20/24 05:00:00 AM,130.7,24.19,,,,,
459,06/20/24 05:15:00 AM,130.6,24.17,,,,,
460,06/20/24 05:30:00 AM,130.7,24.16,,,,,
461,06/20/24 05:45:00 AM,130.8,24.16,,,,,
462,06/20/24 06:00:00 AM,130.8,24.15,,,,,
463,06/20/24 06:15:00 AM,131.0,24.14,,,,,
464,06/20/24 06:30:00 AM,131.2,24.14,,,,,
465,06/20/24 06:45:00 AM,131.4,24.15,,,,,
466,06/20/24 07:00:00 AM,131.5,24.15,,,,,
467,06/20/24 07:15:00 AM,131.6,24.15,,,,,
468,06/20/24 07:30:00 AM,131.9,24.16,,,,,
469,06/20/24 07:45:00 AM,132.1,24.17,,,,,
470,06/20/24 08:00:00 AM,132.1,24.19,,,,,
471,06/20/24 08:15:00 AM,132.3,24.20,,,,,
472,06/20/24 08:30:00 AM,132.3,24.22,,,,,
473,06/20/24 08:45:00 AM,132.5,24.25,,,,,
474,06/20/24 09:00:00 AM,133.1,24.28,,,,,
475,06/20/24 09:15:00 AM,133.2,24.29,,,,,
476,06/20/24 09:30:00 AM,133.4,24.31,,,,,
477,06/20/24 09:45:00 AM,133.6,24.31,,,,,
478,06/20/24 10:00:00 AM,133.3,24.31,,,,,
479,06/20/24 10:15:00 AM,133.2,24.29,,,,,
480,06/20/24 10:30:00 AM,133.0,24.29,,,,,
481,06/20/24 10:45:00 AM,133.4,24.31,,,,,
482,06/20/24 11:00:00 AM,133.8,24.32,,,,,
483,06/20/24 11:15:00 AM,134.2,24.33,,,,,
484,06/20/24 11:30:00 AM,134.3,24.33,,,,,
485,06/20/24 11:45:00 AM,134.0,24.34,,,,,
486,06/20/24 12:00:00 PM,134.0,24.34,,,,,
487,06/20/24 12:15:00 PM,133.8,24.37,,,,,
488,06/20/24 12:30:00 PM,134.1,24.38,,,,,
489,06/20/24 12:45:00 PM,134.2,24.40,,,,,
490,06/20/24 01:00:00 PM,134.5,24.41,,,,,
491,06/20/24 01:15:00 PM,134.5,24.43,,,,,
492,06/20/24 01:30:00 PM,134.3,24.43,,,,,
493,06/20/24 01:45:00 PM,134.5,24.43,,,,,
494,06/20/24 02:00:00 PM,134.1,24.41,,,,,
495,06/20/24 02:15:00 PM,134.3,24.41,,,,,
496,06/20/24 02:30:00 PM,134.3,24.41,,,,,
497,06/20/24 02:45:00 PM,134.5,24.43,,,,,
498,06/20/24 03:00:00 PM,134.4,24.44,,,,,
499,06/20/24 03:15:00 PM,134.2,24.45,,,,,
500,06/20/24 03:30:00 PM,134.3,24.45,,,,,
501,06/20/24 03:45:00 PM,134.4,24.45,,,,,
502,06/20/24 04:00:00 PM,134.3,24.45,,,,,
503,06/20/24 04:15:00 PM,134.2,24.45,,,,,
504,06/20/24 04:30:00 PM,133.9,24.43,,,,,
505,06/20/24 04:45:00 PM,134.2,24.43,,,,,
506,06/20/24 05:00:00 PM,133.9,24.41,,,,,
507,06/20/24 05:15:00 PM,133.9,24.39,,,,,
508,06/20/24 05:30:00 PM,134.6,24.38,,,,,
509,06/20/24 05:45:00 PM,133.6,24.35,,,,,
510,06/20/24 06:00:00 PM,133.0,24.33,,,,,
511,06/20/24 06:15:00 PM,132.6,24.32,,,,,
512,06/20/24 06:30:00 PM,133.4,24.31,,,,,
513,06/20/24 06:45:00 PM,132.1,24.26,,,,,
514,06/20/24 07:00:00 PM,142.0,24.22,,,,,
515,06/20/24 07:15:00 PM,147.0,24.26,,,,,
516,06/20/24 07:30:00 PM,151.4,24.31,,,,,
517,06/20/24 07:45:00 PM,155.4,24.29,,,,,
518,06/20/24 08:00:00 PM,156.5,24.26,,,,,
519,06/20/24 08:15:00 PM,157.5,24.25,,,,,
520,06/20/24 08:30:00 PM,158.4,24.22,,,,,
521,06/20/24 08:45:00 PM,159.2,24.21,,,,,
522,06/20/24 09:00:00 PM,159.3,24.17,,,,,
523,06/20/24 09:15:00 PM,159.0,24.15,,,,,
524,06/20/24 09:30:00 PM,157.9,24.12,,,,,
525,06/20/24 09:45:00 PM,156.4,24.07,,,,,
526,06/20/24 10:00:00 PM,155.7,24.02,,,,,
527,06/20/24 10:15:00 PM,154.3,24.01,,,,,
528,06/20/24 10:30:00 PM,145.3,24.00,,,,,
529,06/20/24 10:45:00 PM,84.0,23.97,,,,,
530,06/20/24 11:00:00 PM,25.6,23.94,,,,,
531,06/20/24 11:15:00 PM,23.7,23.98,,,,,
532,06/20/24 11:30:00 PM,21.9,23.98,,,,,
533,06/20/24 11:45:00 PM,23.2,24.00,,,,,
534,06/21/24 12:00:00 AM,21.2,24.00,,,,,
535,06/21/24 12:15:00 AM,21.9,24.01,,,,,
536,06/21/24 12:30:00 AM,21.9,24.01,,,,,
537,06/21/24 12:45:00 AM,25.0,23.98,,,,,
538,06/21/24 01:00:00 AM,21.2,23.98,,,,,
539,06/21/24 01:15:00 AM,20.5,23.96,,,,,
540,06/21/24 01:30:00 AM,19.1,23.92,,,,,
541,06/21/24 01:45:00 AM,19.5,23.90,,,,,
542,06/21/24 02:00:00 AM,26.9,23.89,,,,,
543,06/21/24 02:15:00 AM,16.6,23.91,,,,,
544,06/21/24 02:30:00 AM,32.5,23.91,,,,,
545,06/21/24 02:45:00 AM,33.7,23.94,,,,,
546,06/21/24 03:00:00 AM,47.4,23.95,,,,,
547,06/21/24 03:15:00 AM,54.9,23.95,,,,,
548,06/21/24 03:30:00 AM,59.6,23.95,,,,,
549,06/21/24 03:45:00 AM,62.5,23.94,,,,,
550,06/21/24 04:00:00 AM,64.8,23.92,,,,,
551,06/21/24 04:15:00 AM,66.4,23.92,,,,,
552,06/21/24 04:30:00 AM,67.9,23.91,,,,,
553,06/21/24 04:45:00 AM,68.9,23.90,,,,,
554,06/21/24 05:00:00 AM,70.2,23.89,,,,,
555,06/21/24 05:15:00 AM,70.7,23.88,,,,,
556,06/21/24 05:30:00 AM,71.0,23.86,,,,,
557,06/21/24 05:45:00 AM,71.1,23.85,,,,,
558,06/21/24 06:00:00 AM,71.3,23.84,,,,,
559,06/21/24 06:15:00 AM,71.4,23.83,,,,,
560,06/21/24 06:30:00 AM,71.5,23.82,,,,,
561,06/21/24 06:45:00 AM,71.5,23.80,,,,,
562,06/21/24 07:00:00 AM,71.4,23.80,,,,,
563,06/21/24 07:15:00 AM,71.5,23.79,,,,,
564,06/21/24 07:30:00 AM,71.3,23.78,,,,,
565,06/21/24 07:45:00 AM,71.2,23.77,,,,,
566,06/21/24 08:00:00 AM,71.1,23.76,,,,,
567,06/21/24 08:15:00 AM,70.9,23.76,,,,,
568,06/21/24 08:30:00 AM,71.1,23.74,,,,,
569,06/21/24 08:45:00 AM,71.0,23.74,,,,,
570,06/21/24 09:00:00 AM,71.0,23.74,,,,,
571,06/21/24 09:15:00 AM,71.3,23.73,,,,,
572,06/21/24 09:30:00 AM,71.3,23.74,,,,,
573,06/21/24 09:45:00 AM,71.2,23.74,,,,,
574,06/21/24 10:00:00 AM,71.2,23.76,,,,,
575,06/21/24 10:15:00 AM,71.2,23.77,,,,,
576,06/21/24 10:30:00 AM,71.1,23.78,,,,,
577,06/21/24 10:45:00 AM,71.4,23.82,,,,,
578,06/21/24 11:00:00 AM,71.4,23.84,,,,,
579,06/21/24 11:15:00 AM,71.5,23.85,,,,,
580,06/21/24 11:30:00 AM,71.4,23.89,,,,,
581,06/21/24 11:45:00 AM,71.3,23.90,,,,,
582,06/21/24 12:00:00 PM,71.0,23.92,,,,,
583,06/21/24 12:15:00 PM,70.5,23.94,,,,,
584,06/21/24 12:30:00 PM,32.7,23.96,,,,,
585,06/21/24 12:45:00 PM,33.3,23.97,,,,,
586,06/21/24 01:00:00 PM,33.0,24.00,,,,,
587,06/21/24 01:15:00 PM,33.1,24.01,,,,,
588,06/21/24 01:30:00 PM,33.4,24.03,,,,,
589,06/21/24 01:45:00 PM,33.7,24.04,,,,,
590,06/21/24 02:00:00 PM,33.7,24.07,,,,,
591,06/21/24 02:15:00 PM,34.0,24.08,,,,,
592,06/21/24 02:30:00 PM,34.4,24.08,,,,,
593,06/21/24 02:45:00 PM,34.4,24.08,,,,,
594,06/21/24 03:00:00 PM,34.9,24.09,,,,,
595,06/21/24 03:15:00 PM,35.2,24.09,,,,,
596,06/21/24 03:30:00 PM,35.0,24.09,,,,,
597,06/21/24 03:45:00 PM,35.3,24.10,,,,,
598,06/21/24 04:00:00 PM,35.3,24.10,,,,,
599,06/21/24 04:15:00 PM,35.5,24.12,,,,,
600,06/21/24 04:30:00 PM,35.5,24.12,,,,,
601,06/21/24 04:45:00 PM,35.8,24.13,,,,,
602,06/21/24 05:00:00 PM,35.6,24.12,,,,,
603,06/21/24 05:15:00 PM,36.0,24.12,,,,,
604,06/21/24 05:30:00 PM,36.0,24.10,,,,,
605,06/21/24 05:45:00 PM,35.8,24.10,,,,,
606,06/21/24 06:00:00 PM,36.1,24.10,,,,,
607,06/21/24 06:15:00 PM,36.2,24.09,,,,,
608,06/21/24 06:30:00 PM,36.7,24.09,,,,,
609,06/21/24 06:45:00 PM,36.8,24.09,,,,,
610,06/21/24 07:00:00 PM,37.2,24.08,,,,,
611,06/21/24 07:15:00 PM,37.4,24.08,,,,,
612,06/21/24 07:30:00 PM,37.6,24.07,,,,,
613,06/21/24 07:45:00 PM,37.7,24.06,,,,,
614,06/21/24 08:00:00 PM,38.1,24.06,,,,,
615,06/21/24 08:15:00 PM,38.5,24.04,,,,,
616,06/21/24 08:30:00 PM,37.9,24.03,,,,,
617,06/21/24 08:45:00 PM,38.1,24.02,,,,,
618,06/21/24 09:00:00 PM,38.7,24.01,,,,,
619,06/21/24 09:15:00 PM,38.3,23.98,,,,,
620,06/21/24 09:30:00 PM,38.5,23.98,,,,,
621,06/21/24 09:45:00 PM,38.6,23.97,,,,,
622,06/21/24 10:00:00 PM,38.9,23.96,,,,,
623,06/21/24 10:15:00 PM,39.1,23.95,,,,,
624,06/21/24 10:30:00 PM,39.4,23.94,,,,,
625,06/21/24 10:45:00 PM,39.9,23.92,,,,,
626,06/21/24 11:00:00 PM,39.8,23.91,,,,,
627,06/21/24 11:15:00 PM,40.2,23.90,,,,,
628,06/21/24 11:30:00 PM,39.9,23.89,,,,,
629,06/21/24 11:45:00 PM,40.4,23.89,,,,,
630,06/22/24 12:00:00 AM,40.4,23.88,,,,,
631,06/22/24 12:15:00 AM,41.1,23.86,,,,,
632,06/22/24 12:30:00 AM,41.8,23.86,,,,,
633,06/22/24 12:45:00 AM,42.0,23.85,,,,,
634,06/22/24 01:00:00 AM,41.7,23.84,,,,,
635,06/22/24 01:15:00 AM,42.1,23.83,,,,,
636,06/22/24 01:30:00 AM,42.9,23.83,,,,,
637,06/22/24 01:45:00 AM,43.0,23.82,,,,,
638,06/22/24 02:00:00 AM,43.3,23.80,,,,,
639,06/22/24 02:15:00 AM,42.1,23.79,,,,,
640,06/22/24 02:30:00 AM,43.3,23.78,,,,,
641,06/22/24 02:45:00 AM,41.5,23.77,,,,,
642,06/22/24 03:00:00 AM,43.3,23.77,,,,,
643,06/22/24 03:15:00 AM,43.5,23.76,,,,,
644,06/22/24 03:30:00 AM,43.2,23.74,,,,,
645,06/22/24 03:45:00 AM,43.4,23.73,,,,,
646,06/22/24 04:00:00 AM,43.2,23.73,,,,,
647,06/22/24 04:15:00 AM,43.8,23.72,,,,,
648,06/22/24 04:30:00 AM,44.1,23.70,,,,,
649,06/22/24 04:45:00 AM,43.6,23.70,,,,,
650,06/22/24 05:00:00 AM,43.3,23.69,,,,,
651,06/22/24 05:15:00 AM,43.3,23.67,,,,,
652,06/22/24 05:30:00 AM,44.6,23.66,,,,,
653,06/22/24 05:45:00 AM,44.1,23.66,,,,,
654,06/22/24 06:00:00 AM,41.7,23.64,,,,,
655,06/22/24 06:15:00 AM,41.9,23.64,,,,,
656,06/22/24 06:30:00 AM,41.7,23.64,,,,,
657,06/22/24 06:45:00 AM,42.0,23.64,,,,,
658,06/22/24 07:00:00 AM,42.8,23.64,,,,,
659,06/22/24 07:15:00 AM,41.8,23.64,,,,,
660,06/22/24 07:30:00 AM,41.9,23.65,,,,,
661,06/22/24 07:45:00 AM,41.8,23.66,,,,,
662,06/22/24 08:00:00 AM,42.2,23.66,,,,,
663,06/22/24 08:15:00 AM,43.5,23.67,,,,,
664,06/22/24 08:30:00 AM,42.2,23.69,,,,,
665,06/22/24 08:45:00 AM,42.2,23.71,,,,,
666,06/22/24 09:00:00 AM,42.3,23.72,,,,,
667,06/22/24 09:15:00 AM,43.1,23.76,,,,,
668,06/22/24 09:30:00 AM,42.3,23.80,,,,,
669,06/22/24 09:45:00 AM,43.1,23.88,,,,,
670,06/22/24 10:00:00 AM,43.0,23.98,,,,,
671,06/22/24 10:15:00 AM,44.1,24.01,,,,,
672,06/22/24 10:30:00 AM,44.8,24.08,,,,,
673,06/22/24 10:45:00 AM,44.0,24.16,,,,,
674,06/22/24 11:00:00 AM,45.6,24.23,,,,,
675,06/22/24 11:15:00 AM,45.5,24.33,,,,,
676,06/22/24 11:30:00 AM,45.9,24.40,,,,,
677,06/22/24 11:45:00 AM,44.7,24.50,,,,,
678,06/22/24 12:00:00 PM,45.4,24.57,,,,,
679,06/22/24 12:15:00 PM,45.7,24.63,,,,,
680,06/22/24 12:30:00 PM,45.9,24.69,,,,,
681,06/22/24 12:45:00 PM,46.2,24.71,,,,,
682,06/22/24 01:00:00 PM,45.9,24.71,,,,,
683,06/22/24 01:15:00 PM,46.7,24.70,,,,,
684,06/22/24 01:30:00 PM,47.0,24.69,,,,,
685,06/22/24 01:45:00 PM,47.4,24.65,,,,,
686,06/22/24 02:00:00 PM,48.0,24.64,,,,,
687,06/22/24 02:15:00 PM,47.7,24.62,,,,,
688,06/22/24 02:30:00 PM,47.8,24.59,,,,,
689,06/22/24 02:45:00 PM,48.6,24.58,,,,,
690,06/22/24 03:00:00 PM,47.4,24.58,,,,,
691,06/22/24 03:15:00 PM,47.1,24.58,,,,,
692,06/22/24 03:30:00 PM,48.0,24.58,,,,,
693,06/22/24 03:45:00 PM,48.2,24.59,,,,,
694,06/22/24 04:00:00 PM,48.9,24.59,,,,,
695,06/22/24 04:15:00 PM,50.1,24.59,,,,,
696,06/22/24 04:30:00 PM,50.3,24.59,,,,,
697,06/22/24 04:45:00 PM,49.7,24.59,,,,,
698,06/22/24 05:00:00 PM,50.3,24.59,,,,,
699,06/22/24 05:15:00 PM,50.4,24.58,,,,,
700,06/22/24 05:30:00 PM,51.5,24.58,,,,,
701,06/22/24 05:45:00 PM,52.6,24.58,,,,,
702,06/22/24 06:00:00 PM,53.0,24.57,,,,,
703,06/22/24 06:15:00 PM,53.5,24.57,,,,,
704,06/22/24 06:30:00 PM,54.5,24.56,,,,,
705,06/22/24 06:45:00 PM,54.5,24.55,,,,,
706,06/22/24 07:00:00 PM,55.1,24.53,,,,,
707,06/22/24 07:15:00 PM,54.9,24.52,,,,,
708,06/22/24 07:30:00 PM,56.1,24.51,,,,,
709,06/22/24 07:45:00 PM,57.1,24.51,,,,,
710,06/22/24 08:00:00 PM,58.3,24.50,,,,,
711,06/22/24 08:15:00 PM,59.2,24.49,,,,,
712,06/22/24 08:30:00 PM,60.6,24.47,,,,,
713,06/22/24 08:45:00 PM,61.2,24.46,,,,,
714,06/22/24 09:00:00 PM,62.2,24.45,,,,,
715,06/22/24 09:15:00 PM,63.2,24.44,,,,,
716,06/22/24 09:30:00 PM,60.8,24.41,,,,,
717,06/22/24 09:45:00 PM,60.7,24.40,,,,,
718,06/22/24 10:00:00 PM,61.0,24.39,,,,,
719,06/22/24 10:15:00 PM,61.8,24.37,,,,,
720,06/22/24 10:30:00 PM,63.6,24.35,,,,,
721,06/22/24 10:45:00 PM,58.5,24.34,,,,,
722,06/22/24 11:00:00 PM,54.8,24.33,,,,,
723,06/22/24 11:15:00 PM,56.0,24.29,,,,,
724,06/22/24 11:30:00 PM,58.8,24.28,,,,,
725,06/22/24 11:45:00 PM,59.4,24.26,,,,,
726,06/23/24 12:00:00 AM,61.9,24.23,,,,,
727,06/23/24 12:15:00 AM,60.6,24.22,,,,,
728,06/23/24 12:30:00 AM,63.8,24.20,,,,,
729,06/23/24 12:45:00 AM,65.1,24.19,,,,,
730,06/23/24 01:00:00 AM,65.9,24.16,,,,,
731,06/23/24 01:15:00 AM,66.8,24.14,,,,,
732,06/23/24 01:30:00 AM,66.4,24.12,,,,,
733,06/23/24 01:45:00 AM,64.1,24.10,,,,,
734,06/23/24 02:00:00 AM,62.3,24.08,,,,,
735,06/23/24 02:15:00 AM,61.8,24.07,,,,,
736,06/23/24 02:30:00 AM,61.2,24.06,,,,,
737,06/23/24 02:45:00 AM,62.1,24.04,,,,,
738,06/23/24 03:00:00 AM,63.1,24.02,,,,,
739,06/23/24 03:15:00 AM,64.3,24.01,,,,,
740,06/23/24 03:30:00 AM,64.1,23.98,,,,,
741,06/23/24 03:45:00 AM,64.8,23.96,,,,,
742,06/23/24 04:00:00 AM,63.6,23.95,,,,,
743,06/23/24 04:15:00 AM,62.7,23.92,,,,,
744,06/23/24 04:30:00 AM,64.0,23.91,,,,,
745,06/23/24 04:45:00 AM,65.0,23.89,,,,,
746,06/23/24 05:00:00 AM,64.8,23.88,,,,,
747,06/23/24 05:15:00 AM,65.2,23.85,,,,,
748,06/23/24 05:30:00 AM,59.9,23.83,,,,,
749,06/23/24 05:45:00 AM,57.3,23.82,,,,,
750,06/23/24 06:00:00 AM,50.9,23.79,,,,,
751,06/23/24 06:15:00 AM,51.3,23.78,,,,,
752,06/23/24 06:30:00 AM,51.4,23.77,,,,,
753,06/23/24 06:45:00 AM,52.1,23.76,,,,,
754,06/23/24 07:00:00 AM,51.5,23.76,,,,,
755,06/23/24 07:15:00 AM,52.1,23.76,,,,,
756,06/23/24 07:30:00 AM,52.3,23.76,,,,,
757,06/23/24 07:45:00 AM,51.7,23.76,,,,,
758,06/23/24 08:00:00 AM,52.3,23.77,,,,,
759,06/23/24 08:15:00 AM,52.3,23.77,,,,,
760,06/23/24 08:30:00 AM,52.6,23.79,,,,,
761,06/23/24 08:45:00 AM,53.4,23.82,,,,,
762,06/23/24 09:00:00 AM,53.2,23.85,,,,,
763,06/23/24 09:15:00 AM,54.0,23.95,,,,,
764,06/23/24 09:30:00 AM,53.9,24.02,,,,,
765,06/23/24 09:45:00 AM,54.3,24.08,,,,,
766,06/23/24 10:00:00 AM,54.2,24.10,,,,,
767,06/23/24 10:15:00 AM,54.2,24.14,,,,,
768,06/23/24 10:30:00 AM,54.6,24.19,,,,,
769,06/23/24 10:45:00 AM,55.0,24.27,,,,,
770,06/23/24 11:00:00 AM,55.3,24.35,,,,,
771,06/23/24 11:15:00 AM,56.0,24.47,,,,,
772,06/23/24 11:30:00 AM,56.5,24.57,,,,,
773,06/23/24 11:45:00 AM,57.1,24.68,,,,,
774,06/23/24 12:00:00 PM,58.4,24.77,,,,,
775,06/23/24 12:15:00 PM,55.7,24.86,,,,,
776,06/23/24 12:30:00 PM,55.0,24.90,,,,,
777,06/23/24 12:45:00 PM,56.0,24.93,,,,,
778,06/23/24 01:00:00 PM,56.9,24.92,,,,,
779,06/23/24 01:15:00 PM,55.9,24.92,,,,,
780,06/23/24 01:30:00 PM,56.9,24.93,,,,,
781,06/23/24 01:45:00 PM,57.0,24.94,,,,,
782,06/23/24 02:00:00 PM,57.3,24.94,,,,,
783,06/23/24 02:15:00 PM,57.6,24.94,,,,,
784,06/23/24 02:30:00 PM,56.2,24.93,,,,,
785,06/23/24 02:45:00 PM,56.8,24.90,,,,,
786,06/23/24 03:00:00 PM,57.7,24.87,,,,,
787,06/23/24 03:15:00 PM,58.4,24.83,,,,,
788,06/23/24 03:30:00 PM,57.6,24.81,,,,,
789,06/23/24 03:45:00 PM,58.2,24.78,,,,,
790,06/23/24 04:00:00 PM,58.4,24.76,,,,,
791,06/23/24 04:15:00 PM,58.1,24.75,,,,,
792,06/23/24 04:30:00 PM,58.6,24.74,,,,,
793,06/23/24 04:45:00 PM,57.3,24.72,,,,,
794,06/23/24 05:00:00 PM,57.6,24.71,,,,,
795,06/23/24 05:15:00 PM,58.1,24.70,,,,,
796,06/23/24 05:30:00 PM,58.6,24.69,,,,,
797,06/23/24 05:45:00 PM,59.4,24.69,,,,,
798,06/23/24 06:00:00 PM,60.0,24.68,,,,,
799,06/23/24 06:15:00 PM,61.0,24.66,,,,,
800,06/23/24 06:30:00 PM,62.6,24.66,,,,,
801,06/23/24 06:45:00 PM,63.7,24.65,,,,,
802,06/23/24 07:00:00 PM,65.0,24.64,,,,,
803,06/23/24 07:15:00 PM,65.8,24.63,,,,,
804,06/23/24 07:30:00 PM,66.8,24.62,,,,,
805,06/23/24 07:45:00 PM,67.6,24.60,,,,,
806,06/23/24 08:00:00 PM,67.9,24.60,,,,,
807,06/23/24 08:15:00 PM,67.1,24.59,,,,,
808,06/23/24 08:30:00 PM,69.2,24.59,,,,,
809,06/23/24 08:45:00 PM,70.1,24.58,,,,,
810,06/23/24 09:00:00 PM,72.1,24.57,,,,,
811,06/23/24 09:15:00 PM,72.5,24.57,,,,,
812,06/23/24 09:30:00 PM,73.4,24.56,,,,,
813,06/23/24 09:45:00 PM,74.3,24.55,,,,,
814,06/23/24 10:00:00 PM,75.1,24.53,,,,,
815,06/23/24 10:15:00 PM,76.0,24.53,,,,,
816,06/23/24 10:30:00 PM,76.9,24.51,,,,,
817,06/23/24 10:45:00 PM,77.5,24.50,,,,,
818,06/23/24 11:00:00 PM,78.2,24.49,,,,,
819,06/23/24 11:15:00 PM,79.2,24.47,,,,,
820,06/23/24 11:30:00 PM,79.4,24.45,,,,,
821,06/23/24 11:45:00 PM,80.2,24.44,,,,,
822,06/24/24 12:00:00 AM,80.9,24.43,,,,,
823,06/24/24 12:15:00 AM,81.6,24.40,,,,,
824,06/24/24 12:30:00 AM,82.1,24.39,,,,,
825,06/24/24 12:45:00 AM,82.9,24.38,,,,,
826,06/24/24 01:00:00 AM,83.1,24.35,,,,,
827,06/24/24 01:15:00 AM,83.2,24.34,,,,,
828,06/24/24 01:30:00 AM,83.5,24.33,,,,,
829,06/24/24 01:45:00 AM,84.3,24.32,,,,,
830,06/24/24 02:00:00 AM,84.6,24.31,,,,,
831,06/24/24 02:15:00 AM,85.3,24.28,,,,,
832,06/24/24 02:30:00 AM,85.7,24.27,,,,,
833,06/24/24 02:45:00 AM,85.6,24.26,,,,,
834,06/24/24 03:00:00 AM,80.6,24.25,,,,,
835,06/24/24 03:15:00 AM,81.6,24.23,,,,,
836,06/24/24 03:30:00 AM,84.2,24.22,,,,,
837,06/24/24 03:45:00 AM,85.1,24.21,,,,,
838,06/24/24 04:00:00 AM,85.9,24.20,,,,,
839,06/24/24 04:15:00 AM,85.7,24.19,,,,,
840,06/24/24 04:30:00 AM,86.2,24.17,,,,,
841,06/24/24 04:45:00 AM,86.8,24.16,,,,,
842,06/24/24 05:00:00 AM,87.3,24.14,,,,,
843,06/24/24 05:15:00 AM,73.9,24.13,,,,,
844,06/24/24 05:30:00 AM,78.4,24.12,,,,,
845,06/24/24 05:45:00 AM,72.0,24.10,,,,,
846,06/24/24 06:00:00 AM,71.1,24.10,,,,,
847,06/24/24 06:15:00 AM,70.1,24.09,,,,,
848,06/24/24 06:30:00 AM,70.1,24.09,,,,,
849,06/24/24 06:45:00 AM,70.5,24.08,,,,,
850,06/24/24 07:00:00 AM,71.7,24.08,,,,,
851,06/24/24 07:15:00 AM,73.3,24.08,,,,,
852,06/24/24 07:30:00 AM,74.9,24.08,,,,,
853,06/24/24 07:45:00 AM,76.1,24.08,,,,,
854,06/24/24 08:00:00 AM,77.3,24.09,,,,,
855,06/24/24 08:15:00 AM,78.5,24.09,,,,,
856,06/24/24 08:30:00 AM,79.7,24.10,,,,,
857,06/24/24 08:45:00 AM,81.0,24.13,,,,,
858,06/24/24 09:00:00 AM,82.1,24.16,,,,,
859,06/24/24 09:15:00 AM,83.1,24.23,,,,,
860,06/24/24 09:30:00 AM,84.5,24.34,,,,,
861,06/24/24 09:45:00 AM,85.3,24.39,,,,,
862,06/24/24 10:00:00 AM,85.9,24.40,,,,,
863,06/24/24 10:15:00 AM,86.4,24.43,,,,,
864,06/24/24 10:30:00 AM,86.5,24.49,,,,,
865,06/24/24 10:45:00 AM,87.1,24.55,,,,,
866,06/24/24 11:00:00 AM,88.2,24.63,,,,,
867,06/24/24 11:15:00 AM,89.3,24.70,,,,,
868,06/24/24 11:30:00 AM,90.2,24.77,,,,,
869,06/24/24 11:45:00 AM,91.1,24.84,,,,,
870,06/24/24 12:00:00 PM,92.4,24.96,,,,,
871,06/24/24 12:15:00 PM,94.0,25.07,,,,,
872,06/24/24 12:30:00 PM,94.9,25.17,,,,,
873,06/24/24 12:45:00 PM,95.2,25.23,,,,,
874,06/24/24 01:00:00 PM,95.0,25.26,,,,,
875,06/24/24 01:15:00 PM,95.1,25.26,,,,,
876,06/24/24 01:30:00 PM,96.1,25.25,,,,,
877,06/24/24 01:45:00 PM,97.5,25.23,,,,,
878,06/24/24 02:00:00 PM,98.7,25.24,,,,,
879,06/24/24 02:15:00 PM,99.7,25.24,,,,,
880,06/24/24 02:30:00 PM,100.7,25.25,,,,,
881,06/24/24 02:45:00 PM,101.6,25.24,,,,,
882,06/24/24 03:00:00 PM,102.8,25.24,,,,,
883,06/24/24 03:15:00 PM,103.9,25.23,,,,,
884,06/24/24 03:30:00 PM,105.0,25.21,,,,,
885,06/24/24 03:45:00 PM,106.0,25.20,,,,,
886,06/24/24 04:00:00 PM,106.9,25.19,,,,,
887,06/24/24 04:15:00 PM,107.9,25.17,,,,,
888,06/24/24 04:30:00 PM,108.5,25.15,,,,,
889,06/24/24 04:45:00 PM,109.4,25.14,,,,,
890,06/24/24 05:00:00 PM,110.2,25.12,,,,,
891,06/24/24 05:15:00 PM,111.0,25.11,,,,,
892,06/24/24 05:30:00 PM,111.8,25.09,,,,,
893,06/24/24 05:45:00 PM,112.5,25.06,,,,,
894,06/24/24 06:00:00 PM,113.2,25.05,,,,,
895,06/24/24 06:15:00 PM,113.7,25.02,,,,,
896,06/24/24 06:30:00 PM,113.7,25.00,,,,,
897,06/24/24 06:45:00 PM,113.4,24.98,,,,,
898,06/24/24 07:00:00 PM,112.9,24.96,,,,,
899,06/24/24 07:15:00 PM,112.9,24.94,,,,,
900,06/24/24 07:30:00 PM,113.2,24.93,,,,,
901,06/24/24 07:45:00 PM,113.8,24.92,,,,,
902,06/24/24 08:00:00 PM,114.4,24.90,,,,,
903,06/24/24 08:15:00 PM,114.9,24.90,,,,,
904,06/24/24 08:30:00 PM,115.5,24.89,,,,,
905,06/24/24 08:45:00 PM,116.0,24.88,,,,,
906,06/24/24 09:00:00 PM,116.5,24.87,,,,,
907,06/24/24 09:15:00 PM,116.9,24.87,,,,,
908,06/24/24 09:30:00 PM,117.2,24.87,,,,,
909,06/24/24 09:45:00 PM,117.2,24.83,,,,,
910,06/24/24 10:00:00 PM,116.1,24.69,,,,,
911,06/24/24 10:15:00 PM,104.4,24.43,,,,,
912,06/24/24 10:30:00 PM,116.7,24.08,,,,,
913,06/24/24 10:45:00 PM,33.3,23.90,,,,,
